"gid"	"log2RPKM"	"sex"	"bias"
"TRINITY_DN122533_c0_g1_i1"	"2.6695537206"	"meanmale"	"unbias"
"TRINITY_DN122536_c0_g2_i6"	"-0.278757442"	"meanmale"	"unbias"
"TRINITY_DN122538_c1_g1_i1"	"4.023098959"	"meanmale"	"unbias"
"TRINITY_DN122542_c0_g1_i5"	"0.9810048112"	"meanmale"	"unbias"
"TRINITY_DN122543_c0_g1_i2"	"0.5523181568"	"meanmale"	"unbias"
"TRINITY_DN122545_c0_g1_i4"	"3.3510149792"	"meanmale"	"unbias"
"TRINITY_DN122547_c0_g1_i1"	"3.8998330124"	"meanmale"	"unbias"
"TRINITY_DN122549_c0_g1_i1"	"5.5417918638"	"meanmale"	"unbias"
"TRINITY_DN122557_c0_g1_i2"	"5.0892145726"	"meanmale"	"unbias"
"TRINITY_DN122558_c5_g1_i7"	"1.6137695092"	"meanmale"	"unbias"
"TRINITY_DN122566_c2_g1_i1"	"2.0264524076"	"meanmale"	"unbias"
"TRINITY_DN122568_c0_g1_i2"	"1.5532084474"	"meanmale"	"unbias"
"TRINITY_DN122569_c0_g2_i1"	"3.656641511"	"meanmale"	"unbias"
"TRINITY_DN122572_c0_g1_i3"	"5.0865043624"	"meanmale"	"unbias"
"TRINITY_DN122574_c0_g1_i1"	"5.2103067878"	"meanmale"	"unbias"
"TRINITY_DN122575_c0_g1_i2"	"4.5093053368"	"meanmale"	"unbias"
"TRINITY_DN122576_c3_g6_i3"	"0.4993662062"	"meanmale"	"unbias"
"TRINITY_DN122576_c3_g7_i1"	"2.002642694"	"meanmale"	"unbias"
"TRINITY_DN122576_c3_g8_i2"	"1.8937873838"	"meanmale"	"unbias"
"TRINITY_DN122576_c4_g2_i2"	"2.1745804846"	"meanmale"	"unbias"
"TRINITY_DN122578_c0_g1_i3"	"5.4486407272"	"meanmale"	"unbias"
"TRINITY_DN122580_c0_g1_i2"	"0.3760461018"	"meanmale"	"unbias"
"TRINITY_DN122586_c1_g1_i5"	"1.176471101"	"meanmale"	"unbias"
"TRINITY_DN122590_c0_g1_i1"	"6.2304075394"	"meanmale"	"unbias"
"TRINITY_DN122591_c2_g4_i1"	"5.0620163106"	"meanmale"	"unbias"
"TRINITY_DN122598_c0_g1_i2"	"6.280571205"	"meanmale"	"unbias"
"TRINITY_DN122600_c2_g2_i1"	"-0.978657649"	"meanmale"	"unbias"
"TRINITY_DN122606_c2_g1_i2"	"4.5961226644"	"meanmale"	"unbias"
"TRINITY_DN122611_c2_g3_i4"	"6.1005736848"	"meanmale"	"unbias"
"TRINITY_DN122620_c2_g1_i1"	"-0.6683677214"	"meanmale"	"unbias"
"TRINITY_DN122624_c1_g1_i4"	"2.1947930648"	"meanmale"	"unbias"
"TRINITY_DN122624_c3_g1_i1"	"3.639201146"	"meanmale"	"unbias"
"TRINITY_DN122628_c4_g1_i1"	"0.1782190324"	"meanmale"	"unbias"
"TRINITY_DN122628_c5_g1_i1"	"1.773097721"	"meanmale"	"unbias"
"TRINITY_DN122628_c5_g2_i1"	NA	"meanmale"	"unbias"
"TRINITY_DN122628_c7_g1_i1"	"0.6564629332"	"meanmale"	"unbias"
"TRINITY_DN122629_c0_g1_i9"	"5.9646222074"	"meanmale"	"unbias"
"TRINITY_DN122630_c7_g1_i2"	"3.329265727"	"meanmale"	"unbias"
"TRINITY_DN122630_c9_g2_i1"	"3.518080864"	"meanmale"	"unbias"
"TRINITY_DN122633_c0_g1_i1"	"2.4464188562"	"meanmale"	"unbias"
"TRINITY_DN122635_c5_g5_i6"	"5.00807967"	"meanmale"	"unbias"
"TRINITY_DN122638_c0_g1_i2"	"1.8753953906"	"meanmale"	"unbias"
"TRINITY_DN122638_c0_g2_i2"	"1.8911664894"	"meanmale"	"unbias"
"TRINITY_DN122639_c0_g1_i4"	"-0.8776683732"	"meanmale"	"unbias"
"TRINITY_DN122645_c1_g2_i1"	"6.9298577528"	"meanmale"	"unbias"
"TRINITY_DN122646_c0_g1_i1"	"1.2888891754"	"meanmale"	"unbias"
"TRINITY_DN122646_c2_g1_i1"	"1.2258341312"	"meanmale"	"unbias"
"TRINITY_DN122649_c5_g2_i5"	"4.4103658608"	"meanmale"	"unbias"
"TRINITY_DN122649_c6_g1_i4"	"7.8098394754"	"meanmale"	"unbias"
"TRINITY_DN122649_c8_g3_i2"	"4.177095615"	"meanmale"	"unbias"
"TRINITY_DN122654_c5_g1_i3"	"2.4686801272"	"meanmale"	"unbias"
"TRINITY_DN122655_c0_g1_i3"	"2.7650210858"	"meanmale"	"unbias"
"TRINITY_DN122657_c3_g1_i1"	"6.5833909664"	"meanmale"	"unbias"
"TRINITY_DN122660_c2_g2_i4"	"4.2169774762"	"meanmale"	"unbias"
"TRINITY_DN122662_c0_g10_i3"	"3.9021028134"	"meanmale"	"unbias"
"TRINITY_DN122662_c0_g11_i1"	"-0.0314918098"	"meanmale"	"unbias"
"TRINITY_DN122662_c0_g12_i1"	"0.6527542126"	"meanmale"	"unbias"
"TRINITY_DN122662_c0_g6_i1"	"1.8063646786"	"meanmale"	"unbias"
"TRINITY_DN122665_c0_g1_i1"	"5.1849201838"	"meanmale"	"unbias"
"TRINITY_DN122669_c0_g1_i3"	"1.476382847"	"meanmale"	"unbias"
"TRINITY_DN122675_c1_g1_i1"	"1.5581231124"	"meanmale"	"unbias"
"TRINITY_DN122676_c3_g2_i2"	"4.3086549594"	"meanmale"	"unbias"
"TRINITY_DN122676_c4_g6_i2"	"0.398027057"	"meanmale"	"unbias"
"TRINITY_DN122676_c4_g8_i4"	"5.4100506782"	"meanmale"	"unbias"
"TRINITY_DN122677_c3_g3_i2"	"0.6896432888"	"meanmale"	"unbias"
"TRINITY_DN122681_c0_g2_i1"	"0.909927044"	"meanmale"	"unbias"
"TRINITY_DN122687_c0_g1_i3"	"0.6951424784"	"meanmale"	"unbias"
"TRINITY_DN122692_c0_g1_i5"	"-1.4517613798"	"meanmale"	"unbias"
"TRINITY_DN122699_c0_g2_i1"	"-1.2480927946"	"meanmale"	"unbias"
"TRINITY_DN122703_c0_g1_i3"	"1.9154428524"	"meanmale"	"unbias"
"TRINITY_DN122705_c1_g1_i1"	"2.2917627506"	"meanmale"	"unbias"
"TRINITY_DN122708_c1_g5_i1"	"4.0204227984"	"meanmale"	"unbias"
"TRINITY_DN122708_c1_g8_i3"	"3.717773824"	"meanmale"	"unbias"
"TRINITY_DN122714_c16_g2_i1"	"-0.652156837"	"meanmale"	"unbias"
"TRINITY_DN122715_c2_g1_i2"	"2.4643733372"	"meanmale"	"unbias"
"TRINITY_DN122721_c0_g1_i1"	"5.3731357502"	"meanmale"	"unbias"
"TRINITY_DN122724_c0_g3_i1"	"2.3795179812"	"meanmale"	"unbias"
"TRINITY_DN122725_c0_g1_i3"	"3.672355263"	"meanmale"	"unbias"
"TRINITY_DN122730_c1_g2_i5"	"5.7629381458"	"meanmale"	"unbias"
"TRINITY_DN122740_c3_g1_i2"	"3.2033984476"	"meanmale"	"unbias"
"TRINITY_DN122741_c0_g2_i3"	"5.9425203182"	"meanmale"	"unbias"
"TRINITY_DN122742_c0_g1_i1"	"4.4831522634"	"meanmale"	"unbias"
"TRINITY_DN122742_c0_g2_i1"	"4.3337206928"	"meanmale"	"unbias"
"TRINITY_DN122745_c0_g1_i1"	"3.566493831"	"meanmale"	"unbias"
"TRINITY_DN122746_c3_g3_i1"	"0.0649533564"	"meanmale"	"unbias"
"TRINITY_DN122748_c3_g2_i3"	"4.5721168908"	"meanmale"	"unbias"
"TRINITY_DN122752_c0_g1_i2"	"2.3087185806"	"meanmale"	"unbias"
"TRINITY_DN122754_c2_g1_i1"	"2.0495851694"	"meanmale"	"unbias"
"TRINITY_DN122754_c2_g3_i1"	"1.9994238804"	"meanmale"	"unbias"
"TRINITY_DN122758_c4_g4_i1"	"6.393173627"	"meanmale"	"unbias"
"TRINITY_DN122763_c0_g4_i1"	"-0.1107151172"	"meanmale"	"unbias"
"TRINITY_DN122767_c2_g2_i1"	"0.0820260684"	"meanmale"	"unbias"
"TRINITY_DN122769_c1_g1_i8"	"-0.3007456456"	"meanmale"	"unbias"
"TRINITY_DN122770_c1_g7_i1"	"0.6198921084"	"meanmale"	"unbias"
"TRINITY_DN122772_c1_g1_i2"	"2.2255394346"	"meanmale"	"unbias"
"TRINITY_DN122775_c5_g2_i2"	"1.0676859244"	"meanmale"	"unbias"
"TRINITY_DN122776_c0_g1_i1"	"1.029004617"	"meanmale"	"unbias"
"TRINITY_DN122777_c0_g2_i2"	"2.3028365262"	"meanmale"	"unbias"
"TRINITY_DN122778_c1_g2_i1"	"5.0006868684"	"meanmale"	"unbias"
"TRINITY_DN122785_c0_g1_i1"	"5.2294209028"	"meanmale"	"unbias"
"TRINITY_DN122785_c0_g2_i2"	"4.7711863418"	"meanmale"	"unbias"
"TRINITY_DN122789_c3_g1_i1"	"2.3379843478"	"meanmale"	"unbias"
"TRINITY_DN122792_c0_g1_i3"	"0.4279000286"	"meanmale"	"unbias"
"TRINITY_DN122800_c1_g1_i1"	"6.2678508406"	"meanmale"	"unbias"
"TRINITY_DN122801_c0_g1_i1"	"2.2326910948"	"meanmale"	"unbias"
"TRINITY_DN122801_c0_g2_i1"	"1.9047751262"	"meanmale"	"unbias"
"TRINITY_DN122813_c2_g2_i2"	"1.8074540902"	"meanmale"	"unbias"
"TRINITY_DN122823_c0_g1_i1"	"2.817512493"	"meanmale"	"unbias"
"TRINITY_DN122834_c0_g1_i2"	"4.2600149024"	"meanmale"	"unbias"
"TRINITY_DN122835_c0_g2_i1"	"8.7238452102"	"meanmale"	"unbias"
"TRINITY_DN122839_c0_g1_i1"	"1.1641681738"	"meanmale"	"unbias"
"TRINITY_DN122842_c2_g2_i1"	"2.0555836414"	"meanmale"	"unbias"
"TRINITY_DN122842_c2_g3_i4"	"5.962897704"	"meanmale"	"unbias"
"TRINITY_DN122848_c1_g1_i1"	"-0.8379034808"	"meanmale"	"unbias"
"TRINITY_DN122849_c0_g1_i2"	"3.835769207"	"meanmale"	"unbias"
"TRINITY_DN122850_c0_g1_i1"	"5.352241098"	"meanmale"	"unbias"
"TRINITY_DN122859_c0_g1_i1"	"0.6386776108"	"meanmale"	"unbias"
"TRINITY_DN122860_c0_g2_i5"	"-1.2547928544"	"meanmale"	"unbias"
"TRINITY_DN122861_c0_g1_i3"	"10.949127238"	"meanmale"	"unbias"
"TRINITY_DN122864_c1_g1_i1"	"0.9929662364"	"meanmale"	"unbias"
"TRINITY_DN122866_c0_g1_i1"	"0.8489342554"	"meanmale"	"unbias"
"TRINITY_DN122868_c1_g1_i4"	"6.2895155874"	"meanmale"	"unbias"
"TRINITY_DN122874_c0_g2_i4"	"3.8544678418"	"meanmale"	"unbias"
"TRINITY_DN122880_c0_g1_i3"	"5.8756426804"	"meanmale"	"unbias"
"TRINITY_DN122881_c0_g1_i1"	"0.4552908844"	"meanmale"	"unbias"
"TRINITY_DN122887_c3_g3_i1"	"4.6783049158"	"meanmale"	"unbias"
"TRINITY_DN122887_c4_g1_i2"	"4.2244495698"	"meanmale"	"unbias"
"TRINITY_DN122889_c8_g1_i4"	"7.07320935"	"meanmale"	"unbias"
"TRINITY_DN122891_c0_g2_i5"	"3.0792295856"	"meanmale"	"unbias"
"TRINITY_DN122896_c0_g1_i2"	"3.9253479782"	"meanmale"	"unbias"
"TRINITY_DN122898_c0_g1_i1"	"4.0548509564"	"meanmale"	"unbias"
"TRINITY_DN122909_c4_g1_i3"	"2.892009839"	"meanmale"	"unbias"
"TRINITY_DN122909_c5_g4_i5"	"7.8443198002"	"meanmale"	"unbias"
"TRINITY_DN122910_c0_g1_i2"	"4.0210810358"	"meanmale"	"unbias"
"TRINITY_DN122913_c0_g1_i2"	"5.570821526"	"meanmale"	"unbias"
"TRINITY_DN122914_c0_g1_i2"	"1.5528547336"	"meanmale"	"unbias"
"TRINITY_DN122919_c1_g4_i1"	"2.3016934576"	"meanmale"	"unbias"
"TRINITY_DN122922_c0_g1_i2"	"4.3274447226"	"meanmale"	"unbias"
"TRINITY_DN122928_c0_g1_i3"	"5.7446305634"	"meanmale"	"unbias"
"TRINITY_DN122930_c0_g3_i10"	"4.194747803"	"meanmale"	"unbias"
"TRINITY_DN122933_c2_g4_i2"	"4.8038535436"	"meanmale"	"unbias"
"TRINITY_DN122933_c4_g1_i1"	"6.644340563"	"meanmale"	"unbias"
"TRINITY_DN122933_c4_g2_i2"	"0.8672334332"	"meanmale"	"unbias"
"TRINITY_DN122934_c0_g3_i1"	"2.490831191"	"meanmale"	"unbias"
"TRINITY_DN122935_c0_g1_i1"	"2.7322123536"	"meanmale"	"unbias"
"TRINITY_DN122940_c0_g4_i1"	"3.0531321648"	"meanmale"	"unbias"
"TRINITY_DN122941_c0_g1_i6"	"2.9720542966"	"meanmale"	"unbias"
"TRINITY_DN122942_c2_g1_i7"	"6.2418583622"	"meanmale"	"unbias"
"TRINITY_DN122950_c0_g1_i9"	"2.7399987902"	"meanmale"	"unbias"
"TRINITY_DN122956_c0_g1_i1"	"3.6012467328"	"meanmale"	"unbias"
"TRINITY_DN122956_c5_g1_i1"	"3.300396431"	"meanmale"	"unbias"
"TRINITY_DN122957_c0_g2_i1"	"4.9248431758"	"meanmale"	"unbias"
"TRINITY_DN122961_c6_g7_i3"	"2.3924736128"	"meanmale"	"unbias"
"TRINITY_DN122963_c2_g3_i2"	"2.1692050974"	"meanmale"	"unbias"
"TRINITY_DN122974_c0_g2_i2"	"5.2796446554"	"meanmale"	"unbias"
"TRINITY_DN122979_c0_g1_i1"	"2.4713392426"	"meanmale"	"unbias"
"TRINITY_DN122980_c0_g1_i1"	"-0.458352633"	"meanmale"	"unbias"
"TRINITY_DN122980_c1_g4_i2"	"-0.2410914152"	"meanmale"	"unbias"
"TRINITY_DN122990_c0_g4_i2"	"3.0897409618"	"meanmale"	"unbias"
"TRINITY_DN122991_c3_g7_i1"	"0.7175746294"	"meanmale"	"unbias"
"TRINITY_DN122992_c0_g1_i2"	"-0.2148104138"	"meanmale"	"unbias"
"TRINITY_DN122993_c0_g1_i2"	"2.7476041926"	"meanmale"	"unbias"
"TRINITY_DN122994_c0_g1_i1"	"4.7293258014"	"meanmale"	"unbias"
"TRINITY_DN122995_c0_g1_i2"	"7.3170676588"	"meanmale"	"unbias"
"TRINITY_DN122997_c0_g1_i2"	"2.9275938112"	"meanmale"	"unbias"
"TRINITY_DN122999_c2_g1_i4"	"2.4221604014"	"meanmale"	"unbias"
"TRINITY_DN123001_c0_g1_i3"	"0.8785856092"	"meanmale"	"unbias"
"TRINITY_DN123003_c0_g1_i7"	"5.1467485672"	"meanmale"	"unbias"
"TRINITY_DN123008_c3_g1_i2"	"6.0297919768"	"meanmale"	"unbias"
"TRINITY_DN123012_c1_g2_i1"	"6.5614683444"	"meanmale"	"unbias"
"TRINITY_DN123014_c0_g1_i1"	"0.9368011398"	"meanmale"	"unbias"
"TRINITY_DN123015_c0_g1_i1"	"1.1021526652"	"meanmale"	"unbias"
"TRINITY_DN123018_c10_g2_i5"	"0.0437048834"	"meanmale"	"unbias"
"TRINITY_DN123019_c0_g1_i7"	"3.8918620572"	"meanmale"	"unbias"
"TRINITY_DN123019_c0_g2_i4"	"5.4393023326"	"meanmale"	"unbias"
"TRINITY_DN123020_c0_g1_i1"	"1.7493089118"	"meanmale"	"unbias"
"TRINITY_DN123021_c0_g1_i2"	"3.1336548924"	"meanmale"	"unbias"
"TRINITY_DN123025_c0_g1_i3"	"-0.7897200908"	"meanmale"	"unbias"
"TRINITY_DN123026_c2_g2_i1"	"1.6787393032"	"meanmale"	"unbias"
"TRINITY_DN123028_c3_g1_i2"	"3.2254429992"	"meanmale"	"unbias"
"TRINITY_DN123030_c2_g2_i1"	"2.7987500486"	"meanmale"	"unbias"
"TRINITY_DN123036_c0_g1_i3"	"2.4560814094"	"meanmale"	"unbias"
"TRINITY_DN123039_c0_g1_i1"	"5.5189302806"	"meanmale"	"unbias"
"TRINITY_DN123041_c6_g1_i2"	"6.5662970526"	"meanmale"	"unbias"
"TRINITY_DN123044_c0_g1_i2"	"1.0537620534"	"meanmale"	"unbias"
"TRINITY_DN123045_c0_g1_i2"	"-2.1705705552"	"meanmale"	"unbias"
"TRINITY_DN123049_c0_g1_i1"	"6.2973579972"	"meanmale"	"unbias"
"TRINITY_DN123049_c1_g1_i1"	"5.170284755"	"meanmale"	"unbias"
"TRINITY_DN123055_c5_g1_i1"	"3.313388625"	"meanmale"	"unbias"
"TRINITY_DN123055_c7_g1_i4"	"4.326558179"	"meanmale"	"unbias"
"TRINITY_DN123056_c8_g3_i2"	"0.2555599714"	"meanmale"	"unbias"
"TRINITY_DN123057_c1_g2_i1"	"1.6541297668"	"meanmale"	"unbias"
"TRINITY_DN123061_c0_g2_i1"	"3.8297307798"	"meanmale"	"unbias"
"TRINITY_DN123064_c3_g1_i1"	"1.120713831"	"meanmale"	"unbias"
"TRINITY_DN123064_c5_g6_i2"	"3.5715653326"	"meanmale"	"unbias"
"TRINITY_DN123065_c0_g4_i1"	"-1.4908373038"	"meanmale"	"unbias"
"TRINITY_DN123069_c0_g1_i3"	"6.2389922038"	"meanmale"	"unbias"
"TRINITY_DN123070_c0_g1_i1"	"0.3303112982"	"meanmale"	"unbias"
"TRINITY_DN123074_c1_g1_i1"	"0.9262780518"	"meanmale"	"unbias"
"TRINITY_DN123075_c0_g1_i9"	"6.387909072"	"meanmale"	"unbias"
"TRINITY_DN123082_c3_g1_i1"	"-0.5475573922"	"meanmale"	"unbias"
"TRINITY_DN123084_c6_g1_i1"	"0.873323849"	"meanmale"	"unbias"
"TRINITY_DN123086_c0_g1_i1"	"2.4477693888"	"meanmale"	"unbias"
"TRINITY_DN123087_c0_g2_i2"	"3.1803490576"	"meanmale"	"unbias"
"TRINITY_DN123090_c2_g1_i4"	"0.7697343808"	"meanmale"	"unbias"
"TRINITY_DN123090_c3_g1_i4"	"4.6183323548"	"meanmale"	"unbias"
"TRINITY_DN123092_c0_g2_i1"	"1.3353645418"	"meanmale"	"unbias"
"TRINITY_DN123098_c0_g1_i1"	"1.0269696146"	"meanmale"	"unbias"
"TRINITY_DN123103_c0_g1_i1"	"0.2559785674"	"meanmale"	"unbias"
"TRINITY_DN123106_c0_g3_i8"	"3.0121532202"	"meanmale"	"unbias"
"TRINITY_DN123108_c2_g3_i1"	"0.9285704914"	"meanmale"	"unbias"
"TRINITY_DN123108_c4_g5_i4"	"2.3985006802"	"meanmale"	"unbias"
"TRINITY_DN123109_c1_g1_i3"	"0.00847563199999999"	"meanmale"	"unbias"
"TRINITY_DN123114_c2_g3_i2"	"-0.399177249"	"meanmale"	"unbias"
"TRINITY_DN123118_c0_g1_i1"	"1.6108986498"	"meanmale"	"unbias"
"TRINITY_DN123119_c7_g4_i2"	"4.6187421458"	"meanmale"	"unbias"
"TRINITY_DN123119_c7_g8_i1"	"2.4144991472"	"meanmale"	"unbias"
"TRINITY_DN123121_c0_g2_i3"	"0.9469561666"	"meanmale"	"unbias"
"TRINITY_DN123122_c0_g1_i3"	"4.9143710728"	"meanmale"	"unbias"
"TRINITY_DN123123_c3_g5_i1"	"9.1230035422"	"meanmale"	"unbias"
"TRINITY_DN123125_c7_g1_i1"	NA	"meanmale"	"unbias"
"TRINITY_DN123128_c0_g2_i1"	"2.3108370208"	"meanmale"	"unbias"
"TRINITY_DN123130_c1_g1_i1"	"4.350591337"	"meanmale"	"unbias"
"TRINITY_DN123131_c0_g1_i1"	"-2.6651255536"	"meanmale"	"unbias"
"TRINITY_DN123133_c0_g1_i1"	"4.7133273638"	"meanmale"	"unbias"
"TRINITY_DN123135_c0_g1_i1"	"7.1477132952"	"meanmale"	"unbias"
"TRINITY_DN123136_c0_g1_i4"	"0.715941656"	"meanmale"	"unbias"
"TRINITY_DN123137_c0_g1_i3"	"6.8124230126"	"meanmale"	"unbias"
"TRINITY_DN123140_c4_g15_i2"	"3.2991085176"	"meanmale"	"unbias"
"TRINITY_DN123145_c1_g2_i1"	"7.7328236712"	"meanmale"	"unbias"
"TRINITY_DN123148_c0_g1_i2"	"1.8515587168"	"meanmale"	"unbias"
"TRINITY_DN123149_c0_g1_i2"	"4.0163776016"	"meanmale"	"unbias"
"TRINITY_DN123159_c2_g5_i1"	"1.4735287532"	"meanmale"	"unbias"
"TRINITY_DN123159_c3_g1_i1"	"4.900982284"	"meanmale"	"unbias"
"TRINITY_DN123160_c6_g3_i3"	"0.0324875506"	"meanmale"	"unbias"
"TRINITY_DN123160_c9_g3_i6"	"1.2603251518"	"meanmale"	"unbias"
"TRINITY_DN123161_c0_g1_i2"	"1.364516138"	"meanmale"	"unbias"
"TRINITY_DN123162_c0_g1_i1"	"0.3070550468"	"meanmale"	"unbias"
"TRINITY_DN123166_c4_g2_i2"	"3.1791493594"	"meanmale"	"unbias"
"TRINITY_DN123172_c3_g2_i2"	"1.18826067"	"meanmale"	"unbias"
"TRINITY_DN123181_c0_g1_i1"	"3.7898141526"	"meanmale"	"unbias"
"TRINITY_DN123187_c0_g1_i1"	"0.627739196"	"meanmale"	"unbias"
"TRINITY_DN123188_c6_g3_i2"	"2.4750462804"	"meanmale"	"unbias"
"TRINITY_DN123192_c0_g2_i7"	"3.1179421712"	"meanmale"	"unbias"
"TRINITY_DN123194_c9_g1_i4"	"-0.0352571878"	"meanmale"	"unbias"
"TRINITY_DN123195_c0_g1_i1"	"4.804184621"	"meanmale"	"unbias"
"TRINITY_DN123196_c0_g2_i1"	"8.0328699842"	"meanmale"	"unbias"
"TRINITY_DN123198_c0_g2_i4"	"8.394543549"	"meanmale"	"unbias"
"TRINITY_DN123200_c1_g1_i1"	"5.6203352672"	"meanmale"	"unbias"
"TRINITY_DN123201_c0_g1_i2"	"6.5896009644"	"meanmale"	"unbias"
"TRINITY_DN123203_c0_g2_i2"	"1.309386644"	"meanmale"	"unbias"
"TRINITY_DN123204_c6_g1_i3"	"6.5017913728"	"meanmale"	"unbias"
"TRINITY_DN123204_c7_g1_i2"	"2.916484569"	"meanmale"	"unbias"
"TRINITY_DN123205_c1_g4_i1"	"1.5033594472"	"meanmale"	"unbias"
"TRINITY_DN123206_c0_g1_i1"	"0.2333813562"	"meanmale"	"unbias"
"TRINITY_DN123212_c6_g1_i1"	NA	"meanmale"	"unbias"
"TRINITY_DN123212_c7_g1_i3"	"5.423069318"	"meanmale"	"unbias"
"TRINITY_DN123212_c7_g2_i1"	"3.4431300976"	"meanmale"	"unbias"
"TRINITY_DN123213_c1_g3_i6"	"4.8554041424"	"meanmale"	"unbias"
"TRINITY_DN123214_c0_g1_i1"	"1.7973962624"	"meanmale"	"unbias"
"TRINITY_DN123217_c0_g2_i1"	"6.0473256586"	"meanmale"	"unbias"
"TRINITY_DN123217_c1_g1_i1"	"4.5813524592"	"meanmale"	"unbias"
"TRINITY_DN123217_c1_g3_i1"	"3.283937402"	"meanmale"	"unbias"
"TRINITY_DN123217_c1_g4_i1"	"2.970765541"	"meanmale"	"unbias"
"TRINITY_DN123219_c2_g2_i1"	"2.6358433236"	"meanmale"	"unbias"
"TRINITY_DN123220_c1_g1_i2"	"2.176972927"	"meanmale"	"unbias"
"TRINITY_DN123229_c0_g2_i1"	"1.5341883986"	"meanmale"	"unbias"
"TRINITY_DN123232_c1_g1_i4"	"4.6176289972"	"meanmale"	"unbias"
"TRINITY_DN123233_c2_g1_i1"	"4.5459922566"	"meanmale"	"unbias"
"TRINITY_DN123234_c0_g3_i1"	"1.4903820608"	"meanmale"	"unbias"
"TRINITY_DN123235_c5_g1_i2"	"6.817070213"	"meanmale"	"unbias"
"TRINITY_DN123239_c0_g1_i2"	"5.7165993212"	"meanmale"	"unbias"
"TRINITY_DN123246_c3_g3_i1"	"2.099210225"	"meanmale"	"unbias"
"TRINITY_DN123251_c6_g6_i1"	"4.9269665298"	"meanmale"	"unbias"
"TRINITY_DN123260_c1_g3_i2"	"4.7747643468"	"meanmale"	"unbias"
"TRINITY_DN123266_c0_g1_i1"	"-0.3381414806"	"meanmale"	"unbias"
"TRINITY_DN123271_c8_g1_i1"	"5.2876824518"	"meanmale"	"unbias"
"TRINITY_DN123271_c8_g4_i1"	NA	"meanmale"	"unbias"
"TRINITY_DN123272_c4_g4_i2"	"2.5930400982"	"meanmale"	"unbias"
"TRINITY_DN123276_c0_g1_i2"	"2.5183364238"	"meanmale"	"unbias"
"TRINITY_DN123281_c5_g2_i1"	"6.0865788422"	"meanmale"	"unbias"
"TRINITY_DN123283_c0_g1_i2"	"2.33749365"	"meanmale"	"unbias"
"TRINITY_DN123288_c6_g1_i1"	"5.102865437"	"meanmale"	"unbias"
"TRINITY_DN123289_c3_g1_i1"	"1.3199002108"	"meanmale"	"unbias"
"TRINITY_DN123291_c2_g4_i1"	"-1.773100777"	"meanmale"	"unbias"
"TRINITY_DN123297_c0_g2_i5"	"5.0212758534"	"meanmale"	"unbias"
"TRINITY_DN123308_c4_g1_i7"	"1.5194490004"	"meanmale"	"unbias"
"TRINITY_DN123315_c0_g1_i2"	"4.5297337946"	"meanmale"	"unbias"
"TRINITY_DN123316_c1_g3_i5"	"-0.7360376486"	"meanmale"	"unbias"
"TRINITY_DN123316_c1_g4_i3"	"0.3904352708"	"meanmale"	"unbias"
"TRINITY_DN123324_c1_g2_i1"	"1.278210808"	"meanmale"	"unbias"
"TRINITY_DN123329_c0_g1_i2"	"5.8084092162"	"meanmale"	"unbias"
"TRINITY_DN123332_c1_g1_i2"	"0.0999818488000001"	"meanmale"	"unbias"
"TRINITY_DN123333_c1_g1_i4"	"5.4568341418"	"meanmale"	"unbias"
"TRINITY_DN123334_c0_g1_i2"	"0.319521824"	"meanmale"	"unbias"
"TRINITY_DN123338_c1_g5_i1"	"0.4975180038"	"meanmale"	"unbias"
"TRINITY_DN123343_c0_g2_i1"	"6.1928209698"	"meanmale"	"unbias"
"TRINITY_DN123349_c1_g2_i7"	"0.1805468084"	"meanmale"	"unbias"
"TRINITY_DN123352_c3_g1_i8"	"7.6665593662"	"meanmale"	"unbias"
"TRINITY_DN123360_c0_g2_i1"	"1.471002363"	"meanmale"	"unbias"
"TRINITY_DN123364_c2_g1_i1"	"1.2479307996"	"meanmale"	"unbias"
"TRINITY_DN123366_c0_g2_i2"	"4.1192855932"	"meanmale"	"unbias"
"TRINITY_DN123366_c0_g4_i2"	"1.63061465"	"meanmale"	"unbias"
"TRINITY_DN123366_c0_g6_i2"	"3.1760605576"	"meanmale"	"unbias"
"TRINITY_DN123370_c0_g2_i1"	"5.3706887224"	"meanmale"	"unbias"
"TRINITY_DN123371_c1_g1_i1"	"4.3778789696"	"meanmale"	"unbias"
"TRINITY_DN123371_c1_g2_i1"	"-0.5759097136"	"meanmale"	"unbias"
"TRINITY_DN123376_c1_g1_i2"	"3.1613986802"	"meanmale"	"unbias"
"TRINITY_DN123377_c3_g2_i1"	"2.0212245644"	"meanmale"	"unbias"
"TRINITY_DN123378_c6_g4_i9"	"3.1439056908"	"meanmale"	"unbias"
"TRINITY_DN123378_c6_g5_i2"	"4.436447362"	"meanmale"	"unbias"
"TRINITY_DN12338_c0_g1_i1"	"-0.3564664434"	"meanmale"	"unbias"
"TRINITY_DN123382_c0_g1_i1"	"6.2421162328"	"meanmale"	"unbias"
"TRINITY_DN123382_c0_g2_i1"	"1.295729277"	"meanmale"	"unbias"
"TRINITY_DN123382_c4_g5_i1"	"2.6760600904"	"meanmale"	"unbias"
"TRINITY_DN123383_c0_g3_i2"	"0.3010447464"	"meanmale"	"unbias"
"TRINITY_DN123384_c3_g2_i3"	"1.0070367104"	"meanmale"	"unbias"
"TRINITY_DN123384_c4_g3_i2"	"5.2487367606"	"meanmale"	"unbias"
"TRINITY_DN123387_c0_g1_i1"	"5.8150125886"	"meanmale"	"unbias"
