gid	cutoff	bias	log2RPKM	sex
TRINITY_DN127927_c0_g2_i1	FC1	male	1.789856513	meanmale
TRINITY_DN127929_c1_g3_i4	FC1	male	6.703059659	meanmale
TRINITY_DN127930_c0_g1_i1	FC1	male	0.859398964	meanmale
TRINITY_DN127939_c0_g1_i4	FC1	male	5.740778003	meanmale
TRINITY_DN127973_c5_g1_i1	FC1	male	2.249919597	meanmale
TRINITY_DN127978_c6_g1_i2	FC1	male	3.786130267	meanmale
TRINITY_DN127985_c0_g1_i2	FC1	male	2.520949793	meanmale
TRINITY_DN127990_c0_g1_i1	FC1	male	1.559574529	meanmale
TRINITY_DN127990_c0_g3_i4	FC1	male	2.418360169	meanmale
TRINITY_DN127993_c2_g2_i2	FC1	male	5.60929792	meanmale
TRINITY_DN127994_c1_g1_i1	FC1	male	1.102319087	meanmale
TRINITY_DN127998_c1_g5_i6	FC1	male	3.373265644	meanmale
TRINITY_DN128003_c0_g1_i10	FC1	male	3.117028778	meanmale
TRINITY_DN128011_c1_g2_i2	FC1	male	2.664449803	meanmale
TRINITY_DN128013_c5_g1_i1	FC1	male	6.48262455	meanmale
TRINITY_DN128025_c3_g1_i1	FC1	male	1.559850666	meanmale
TRINITY_DN128029_c0_g1_i1	FC1	male	1.964449865	meanmale
TRINITY_DN128039_c0_g1_i2	FC1	male	1.299650453	meanmale
TRINITY_DN128048_c4_g3_i1	FC1	male	2.296650448	meanmale
TRINITY_DN128049_c3_g3_i1	FC1	male	1.913284736	meanmale
TRINITY_DN128051_c7_g1_i5	FC1	male	1.332449581	meanmale
TRINITY_DN128054_c7_g2_i1	FC1	male	3.462499916	meanmale
TRINITY_DN128061_c1_g1_i1	FC1	male	4.105207817	meanmale
TRINITY_DN128064_c0_g1_i2	FC1	male	3.13142711	meanmale
TRINITY_DN128071_c0_g1_i3	FC1	male	1.14896316	meanmale
TRINITY_DN128082_c2_g11_i1	FC1	male	2.109851115	meanmale
TRINITY_DN128082_c2_g14_i1	FC1	male	1.893776458	meanmale
TRINITY_DN128082_c2_g8_i1	FC1	male	3.185435861	meanmale
TRINITY_DN128089_c1_g2_i1	FC1	male	1.45933848	meanmale
TRINITY_DN128092_c3_g2_i1	FC1	male	4.580765623	meanmale
TRINITY_DN128093_c0_g1_i1	FC1	male	1.690077236	meanmale
TRINITY_DN128096_c4_g6_i1	FC1	male	2.348768021	meanmale
TRINITY_DN128100_c0_g1_i9	FC1	male	0.805876864	meanmale
TRINITY_DN128101_c1_g3_i2	FC1	male	6.877338899	meanmale
TRINITY_DN128101_c2_g3_i3	FC1	male	1.41551258	meanmale
TRINITY_DN128103_c1_g1_i1	FC1	male	2.958759306	meanmale
TRINITY_DN128103_c4_g1_i13	FC1	male	1.925490058	meanmale
TRINITY_DN128112_c3_g1_i2	FC1	male	2.428867505	meanmale
TRINITY_DN128117_c4_g2_i1	FC1	male	2.629321557	meanmale
TRINITY_DN128119_c1_g1_i2	FC1	male	11.54566238	meanmale
TRINITY_DN128122_c0_g1_i3	FC1	male	3.782789147	meanmale
TRINITY_DN128122_c0_g2_i1	FC1	male	4.275922029	meanmale
TRINITY_DN128124_c7_g1_i1	FC1	male	2.634793672	meanmale
TRINITY_DN128125_c2_g1_i3	FC1	male	3.315252153	meanmale
TRINITY_DN128125_c2_g2_i1	FC1	male	5.195601159	meanmale
TRINITY_DN128126_c1_g2_i1	FC1	male	0.989016702	meanmale
TRINITY_DN128130_c4_g4_i1	FC1	male	0.876962099	meanmale
TRINITY_DN128130_c4_g8_i1	FC1	male	3.358705486	meanmale
TRINITY_DN128134_c0_g1_i3	FC1	male	4.614653892	meanmale
TRINITY_DN128148_c0_g29_i1	FC1	male	1.683479079	meanmale
TRINITY_DN128148_c0_g9_i1	FC1	male	2.02253419	meanmale
TRINITY_DN128150_c9_g1_i2	FC1	male	2.834447007	meanmale
TRINITY_DN128153_c0_g1_i2	FC1	male	0.780930714	meanmale
TRINITY_DN128156_c1_g2_i4	FC1	male	3.284856082	meanmale
TRINITY_DN128166_c0_g1_i1	FC1	male	-0.164895204	meanmale
TRINITY_DN128168_c0_g1_i1	FC1	male	4.365844096	meanmale
TRINITY_DN128172_c3_g5_i1	FC1	male	7.459622463	meanmale
TRINITY_DN128184_c1_g1_i1	FC1	male	2.220089373	meanmale
TRINITY_DN128189_c0_g2_i4	FC1	male	3.280535885	meanmale
TRINITY_DN128189_c0_g3_i4	FC1	male	3.24731419	meanmale
TRINITY_DN128193_c0_g1_i1	FC1	male	1.272085597	meanmale
TRINITY_DN128193_c1_g1_i1	FC1	male	3.573532202	meanmale
TRINITY_DN128197_c7_g1_i3	FC1	male	5.0080068	meanmale
TRINITY_DN128199_c1_g1_i1	FC1	male	7.546620254	meanmale
TRINITY_DN128200_c1_g1_i5	FC1	male	4.226806836	meanmale
TRINITY_DN128202_c1_g2_i2	FC1	male	1.992763272	meanmale
TRINITY_DN128207_c2_g4_i1	FC1	male	1.874106181	meanmale
TRINITY_DN128209_c1_g2_i5	FC1	male	5.142995616	meanmale
TRINITY_DN128219_c3_g5_i1	FC1	male	4.535492841	meanmale
TRINITY_DN128222_c3_g3_i1	FC1	male	4.279027903	meanmale
TRINITY_DN128228_c0_g2_i1	FC1	male	1.130631169	meanmale
TRINITY_DN128246_c0_g4_i2	FC1	male	1.866780982	meanmale
TRINITY_DN128246_c0_g5_i3	FC1	male	3.101669286	meanmale
TRINITY_DN128253_c0_g1_i4	FC1	male	5.046656993	meanmale
TRINITY_DN128253_c0_g2_i1	FC1	male	4.396695975	meanmale
TRINITY_DN128254_c2_g5_i1	FC1	male	1.866274466	meanmale
TRINITY_DN128263_c0_g1_i1	FC1	male	5.021914861	meanmale
TRINITY_DN128274_c3_g1_i4	FC1	male	5.764157849	meanmale
TRINITY_DN128285_c5_g1_i1	FC1	male	3.153951708	meanmale
TRINITY_DN128287_c6_g3_i1	FC1	male	3.556524119	meanmale
TRINITY_DN128294_c0_g3_i2	FC1	male	1.847717138	meanmale
TRINITY_DN128303_c0_g2_i10	FC1	male	0.953022466	meanmale
TRINITY_DN128304_c0_g1_i4	FC1	male	2.538485051	meanmale
TRINITY_DN128312_c1_g1_i2	FC1	male	1.979495486	meanmale
TRINITY_DN128312_c6_g1_i1	FC1	male	3.616498373	meanmale
TRINITY_DN128314_c5_g1_i2	FC1	male	2.166219728	meanmale
TRINITY_DN128314_c6_g1_i1	FC1	male	2.215247808	meanmale
TRINITY_DN128314_c6_g2_i1	FC1	male	2.841448767	meanmale
TRINITY_DN128315_c3_g3_i1	FC1	male	1.76279783	meanmale
TRINITY_DN128317_c0_g1_i1	FC1	male	2.91511188	meanmale
TRINITY_DN128319_c1_g1_i3	FC1	male	2.58077037	meanmale
TRINITY_DN128322_c0_g5_i1	FC1	male	1.801666114	meanmale
TRINITY_DN128331_c0_g1_i1	FC1	male	3.704678002	meanmale
TRINITY_DN128336_c3_g4_i2	FC1	male	3.701738894	meanmale
TRINITY_DN128339_c0_g1_i4	FC1	male	4.846836241	meanmale
TRINITY_DN128342_c0_g1_i2	FC1	male	2.158624949	meanmale
TRINITY_DN128343_c1_g1_i1	FC1	male	3.996974125	meanmale
TRINITY_DN128343_c2_g3_i1	FC1	male	1.356002714	meanmale
TRINITY_DN128351_c2_g1_i3	FC1	male	2.118966578	meanmale
TRINITY_DN128353_c0_g4_i3	FC1	male	3.043991313	meanmale
TRINITY_DN128353_c0_g5_i2	FC1	male	0.953577231	meanmale
TRINITY_DN128360_c2_g2_i1	FC1	male	2.488770727	meanmale
TRINITY_DN128360_c2_g3_i1	FC1	male	1.570936527	meanmale
TRINITY_DN128363_c4_g1_i1	FC1	male	0.535317771	meanmale
TRINITY_DN128369_c6_g1_i1	FC1	male	5.19673132	meanmale
TRINITY_DN128371_c0_g1_i3	FC1	male	-0.080661651	meanmale
TRINITY_DN128372_c0_g1_i2	FC1	male	3.237485219	meanmale
TRINITY_DN128390_c4_g2_i1	FC1	male	4.495769223	meanmale
TRINITY_DN128390_c5_g1_i1	FC1	male	4.808488449	meanmale
TRINITY_DN128393_c1_g1_i1	FC1	male	3.860790627	meanmale
TRINITY_DN128399_c2_g3_i2	FC1	male	2.717434463	meanmale
TRINITY_DN128401_c6_g2_i1	FC1	male	3.00858277	meanmale
TRINITY_DN128411_c2_g2_i4	FC1	male	3.268033179	meanmale
TRINITY_DN128411_c2_g3_i4	FC1	male	2.640538689	meanmale
TRINITY_DN128412_c3_g1_i2	FC1	male	-0.268389745	meanmale
TRINITY_DN128413_c0_g2_i1	FC1	male	0.294337866	meanmale
TRINITY_DN128420_c0_g2_i1	FC1	male	2.138012496	meanmale
TRINITY_DN128421_c1_g1_i1	FC1	male	4.999688494	meanmale
TRINITY_DN128422_c6_g7_i4	FC1	male	4.726644003	meanmale
TRINITY_DN128434_c1_g1_i1	FC1	male	-0.754280972	meanmale
TRINITY_DN128435_c3_g1_i1	FC1	male	1.407292046	meanmale
TRINITY_DN128438_c2_g1_i9	FC1	male	3.808862583	meanmale
TRINITY_DN128441_c2_g1_i1	FC1	male	2.265621262	meanmale
TRINITY_DN128441_c2_g2_i5	FC1	male	3.247156237	meanmale
TRINITY_DN128452_c3_g7_i1	FC1	male	1.384590166	meanmale
TRINITY_DN128455_c10_g3_i1	FC1	male	3.002098843	meanmale
TRINITY_DN128455_c8_g1_i4	FC1	male	2.434677842	meanmale
TRINITY_DN128460_c7_g1_i1	FC1	male	4.223843557	meanmale
TRINITY_DN128465_c0_g5_i9	FC1	male	6.400765463	meanmale
TRINITY_DN128477_c0_g1_i1	FC1	male	4.362424025	meanmale
TRINITY_DN128479_c0_g2_i1	FC1	male	0.829121054	meanmale
TRINITY_DN128485_c2_g8_i1	FC1	male	2.795839669	meanmale
TRINITY_DN128489_c1_g1_i4	FC1	male	3.713145157	meanmale
TRINITY_DN128511_c4_g2_i2	FC1	male	2.91764831	meanmale
TRINITY_DN128513_c1_g2_i6	FC1	male	5.110517916	meanmale
TRINITY_DN128515_c0_g1_i7	FC1	male	5.447843404	meanmale
TRINITY_DN128516_c1_g3_i2	FC1	male	2.746871947	meanmale
TRINITY_DN128521_c0_g1_i5	FC1	male	4.471716639	meanmale
TRINITY_DN128523_c1_g1_i1	FC1	male	-0.622597256	meanmale
TRINITY_DN128525_c0_g1_i1	FC1	male	5.236388277	meanmale
TRINITY_DN128528_c0_g4_i4	FC1	male	2.119386593	meanmale
TRINITY_DN128540_c2_g1_i1	FC1	male	1.49244244	meanmale
TRINITY_DN128562_c3_g8_i2	FC1	male	2.009280552	meanmale
TRINITY_DN128566_c0_g1_i3	FC1	male	3.111524334	meanmale
TRINITY_DN128572_c0_g3_i8	FC1	male	3.277636541	meanmale
TRINITY_DN128576_c0_g4_i1	FC1	male	-0.133720447	meanmale
TRINITY_DN128580_c0_g1_i1	FC1	male	1.50554425	meanmale
TRINITY_DN128584_c0_g2_i3	FC1	male	-0.479966683	meanmale
TRINITY_DN128587_c0_g1_i3	FC1	male	4.538246577	meanmale
TRINITY_DN128589_c3_g1_i1	FC1	male	1.793527535	meanmale
TRINITY_DN128590_c0_g2_i1	FC1	male	6.615788722	meanmale
TRINITY_DN128595_c0_g10_i1	FC1	male	3.093725119	meanmale
TRINITY_DN128599_c0_g1_i2	FC1	male	1.389818367	meanmale
TRINITY_DN128605_c4_g1_i1	FC1	male	1.40869845	meanmale
TRINITY_DN128605_c4_g2_i1	FC1	male	2.737564858	meanmale
TRINITY_DN128606_c2_g12_i1	FC1	male	1.241401294	meanmale
TRINITY_DN128607_c2_g3_i3	FC1	male	4.442477385	meanmale
TRINITY_DN128610_c1_g1_i1	FC1	male	1.45175157	meanmale
TRINITY_DN128610_c1_g5_i1	FC1	male	2.930568918	meanmale
TRINITY_DN128610_c1_g7_i5	FC1	male	3.524498364	meanmale
TRINITY_DN128611_c1_g2_i1	FC1	male	4.455116715	meanmale
TRINITY_DN128611_c1_g5_i1	FC1	male	5.73997791	meanmale
TRINITY_DN128612_c6_g1_i1	FC1	male	0.387618136	meanmale
TRINITY_DN128615_c3_g1_i1	FC1	male	2.554334079	meanmale
TRINITY_DN128615_c5_g2_i6	FC1	male	3.550422804	meanmale
TRINITY_DN128617_c6_g3_i1	FC1	male	1.316913561	meanmale
TRINITY_DN128622_c0_g1_i3	FC1	male	4.380958375	meanmale
TRINITY_DN128623_c0_g1_i5	FC1	male	3.71163596	meanmale
TRINITY_DN128626_c2_g2_i2	FC1	male	0.858219691	meanmale
TRINITY_DN128631_c4_g2_i1	FC1	male	1.479456735	meanmale
TRINITY_DN128634_c2_g2_i1	FC1	male	3.25999085	meanmale
TRINITY_DN128637_c0_g1_i3	FC1	male	0.875966109	meanmale
TRINITY_DN128639_c3_g2_i2	FC1	male	4.033156713	meanmale
TRINITY_DN128639_c3_g4_i1	FC1	male	3.762740589	meanmale
TRINITY_DN128646_c4_g1_i2	FC1	male	0.139826977	meanmale
TRINITY_DN128649_c0_g1_i1	FC1	male	0.546599529	meanmale
TRINITY_DN128655_c6_g10_i1	FC1	male	2.921403787	meanmale
TRINITY_DN128658_c1_g1_i2	FC1	male	2.382472601	meanmale
TRINITY_DN128658_c1_g2_i1	FC1	male	2.887002893	meanmale
TRINITY_DN128660_c0_g1_i3	FC1	male	4.614273934	meanmale
TRINITY_DN128663_c1_g3_i6	FC1	male	-0.419057409	meanmale
TRINITY_DN128666_c1_g1_i1	FC1	male	3.555580892	meanmale
TRINITY_DN128666_c1_g2_i1	FC1	male	3.155232592	meanmale
TRINITY_DN128666_c2_g1_i2	FC1	male	4.917633673	meanmale
TRINITY_DN128668_c0_g2_i1	FC1	male	-0.459889479	meanmale
TRINITY_DN128671_c3_g1_i2	FC1	male	2.93495918	meanmale
TRINITY_DN128671_c3_g3_i1	FC1	male	5.299429566	meanmale
TRINITY_DN128674_c1_g3_i6	FC1	male	4.026718614	meanmale
TRINITY_DN128678_c1_g3_i2	FC1	male	4.123606172	meanmale
TRINITY_DN128687_c0_g1_i2	FC1	male	3.513063918	meanmale
TRINITY_DN128699_c4_g4_i1	FC1	male	1.589028523	meanmale
TRINITY_DN128702_c0_g1_i3	FC1	male	2.494784968	meanmale
TRINITY_DN128705_c10_g2_i1	FC1	male	0.6106529	meanmale
TRINITY_DN128713_c4_g2_i3	FC1	male	4.093973672	meanmale
TRINITY_DN128720_c1_g2_i3	FC1	male	2.122427445	meanmale
TRINITY_DN128726_c0_g1_i1	FC1	male	3.057964802	meanmale
TRINITY_DN128732_c0_g1_i2	FC1	male	0.01070306	meanmale
TRINITY_DN128736_c3_g2_i1	FC1	male	4.862868227	meanmale
TRINITY_DN128742_c0_g2_i1	FC1	male	3.757290649	meanmale
TRINITY_DN128751_c0_g1_i1	FC1	male	7.441542384	meanmale
TRINITY_DN128753_c0_g3_i1	FC1	male	12.01066171	meanmale
TRINITY_DN128756_c0_g1_i3	FC1	male	3.049859304	meanmale
TRINITY_DN128762_c3_g1_i1	FC1	male	1.235471235	meanmale
TRINITY_DN128763_c4_g1_i2	FC1	male	4.544088564	meanmale
TRINITY_DN128766_c3_g2_i3	FC1	male	7.675053604	meanmale
TRINITY_DN128768_c3_g1_i4	FC1	male	5.236097091	meanmale
TRINITY_DN128771_c5_g8_i2	FC1	male	1.388286248	meanmale
TRINITY_DN128772_c5_g1_i1	FC1	male	4.505928708	meanmale
TRINITY_DN128775_c0_g1_i1	FC1	male	-0.401881374	meanmale
TRINITY_DN128781_c0_g4_i2	FC1	male	1.458914414	meanmale
TRINITY_DN128783_c3_g1_i3	FC1	male	2.930460243	meanmale
TRINITY_DN128783_c5_g1_i3	FC1	male	7.648959583	meanmale
TRINITY_DN128793_c0_g1_i6	FC1	male	4.442403459	meanmale
TRINITY_DN128794_c0_g4_i3	FC1	male	2.62163045	meanmale
TRINITY_DN128796_c1_g3_i3	FC1	male	4.166073102	meanmale
TRINITY_DN128798_c0_g1_i3	FC1	male	2.642749015	meanmale
TRINITY_DN128801_c0_g1_i3	FC1	male	2.705081311	meanmale
TRINITY_DN128803_c1_g1_i3	FC1	male	0.93249484	meanmale
TRINITY_DN128804_c0_g2_i1	FC1	male	1.51481402	meanmale
TRINITY_DN128814_c7_g11_i1	FC1	male	2.381605906	meanmale
TRINITY_DN128815_c0_g4_i1	FC1	male	10.87882066	meanmale
TRINITY_DN128817_c0_g2_i8	FC1	male	4.175195808	meanmale
TRINITY_DN128821_c5_g1_i1	FC1	male	1.079338045	meanmale
TRINITY_DN128821_c6_g1_i1	FC1	male	6.089927294	meanmale
TRINITY_DN128829_c3_g1_i1	FC1	male	0.170010614	meanmale
TRINITY_DN128829_c4_g3_i3	FC1	male	11.386246	meanmale
TRINITY_DN128830_c0_g2_i1	FC1	male	1.770552573	meanmale
TRINITY_DN128831_c1_g1_i1	FC1	male	2.330269884	meanmale
TRINITY_DN128838_c1_g1_i1	FC1	male	0.581141572	meanmale
TRINITY_DN128838_c2_g8_i1	FC1	male	8.059470386	meanmale
TRINITY_DN128849_c0_g4_i3	FC1	male	5.794182201	meanmale
TRINITY_DN128857_c0_g1_i2	FC1	male	-1.356495077	meanmale
TRINITY_DN128861_c2_g1_i1	FC1	male	3.151494963	meanmale
TRINITY_DN128865_c2_g3_i1	FC1	male	-0.151760279	meanmale
TRINITY_DN128871_c1_g1_i3	FC1	male	2.471767242	meanmale
TRINITY_DN128881_c4_g2_i1	FC1	male	6.654219276	meanmale
TRINITY_DN128882_c5_g4_i1	FC1	male	2.368865396	meanmale
TRINITY_DN128884_c3_g1_i1	FC1	male	1.87171088	meanmale
TRINITY_DN128886_c5_g1_i1	FC1	male	2.482064686	meanmale
TRINITY_DN128886_c5_g2_i3	FC1	male	2.436955046	meanmale
TRINITY_DN128886_c5_g3_i1	FC1	male	3.046639593	meanmale
TRINITY_DN128887_c0_g1_i1	FC1	male	-0.695430503	meanmale
TRINITY_DN128899_c2_g1_i2	FC1	male	1.870794957	meanmale
TRINITY_DN128911_c0_g1_i2	FC1	male	1.27894624	meanmale
TRINITY_DN128912_c6_g1_i1	FC1	male	5.507465399	meanmale
TRINITY_DN128912_c6_g7_i1	FC1	male	2.617617036	meanmale
TRINITY_DN128915_c0_g1_i1	FC1	male	5.224332186	meanmale
TRINITY_DN128925_c5_g1_i1	FC1	male	5.544887517	meanmale
TRINITY_DN128925_c7_g1_i1	FC1	male	4.700438787	meanmale
TRINITY_DN128927_c0_g4_i1	FC1	male	7.19577079	meanmale
TRINITY_DN128937_c2_g2_i1	FC1	male	2.509259943	meanmale
TRINITY_DN128937_c2_g3_i3	FC1	male	2.879094736	meanmale
TRINITY_DN128939_c0_g2_i2	FC1	male	1.851249691	meanmale
TRINITY_DN128939_c0_g4_i2	FC1	male	-0.801108825	meanmale
TRINITY_DN128955_c5_g1_i1	FC1	male	2.931850548	meanmale
TRINITY_DN128963_c1_g2_i3	FC1	male	3.843576546	meanmale
TRINITY_DN128975_c1_g2_i1	FC1	male	0.181091654	meanmale
TRINITY_DN128976_c1_g1_i1	FC1	male	5.437615832	meanmale
TRINITY_DN128980_c0_g1_i1	FC1	male	3.726625445	meanmale
TRINITY_DN128982_c0_g1_i1	FC1	male	0.155308528	meanmale
TRINITY_DN128987_c3_g3_i2	FC1	male	5.515356873	meanmale
TRINITY_DN128988_c1_g1_i4	FC1	male	3.660025207	meanmale
TRINITY_DN128999_c1_g1_i1	FC1	male	1.161054279	meanmale
TRINITY_DN129004_c0_g3_i2	FC1	male	2.492254056	meanmale
TRINITY_DN129008_c0_g1_i3	FC1	male	3.611634951	meanmale
TRINITY_DN129017_c1_g1_i1	FC1	male	-0.377159857	meanmale
TRINITY_DN129021_c0_g1_i2	FC1	male	1.41913853	meanmale
TRINITY_DN129030_c1_g5_i1	FC1	male	2.307303754	meanmale
TRINITY_DN129034_c7_g7_i3	FC1	male	3.402597459	meanmale
TRINITY_DN129038_c5_g11_i1	FC1	male	2.824469933	meanmale
TRINITY_DN129042_c6_g1_i1	FC1	male	6.243049048	meanmale
TRINITY_DN129044_c5_g5_i1	FC1	male	0.27945719	meanmale
TRINITY_DN129046_c3_g2_i1	FC1	male	1.028467082	meanmale
TRINITY_DN129047_c7_g1_i1	FC1	male	-0.901555541	meanmale
TRINITY_DN129048_c1_g3_i1	FC1	male	3.451191836	meanmale
TRINITY_DN129061_c0_g3_i3	FC1	male	3.985517329	meanmale
TRINITY_DN129064_c2_g1_i1	FC1	male	3.419598061	meanmale
TRINITY_DN129065_c4_g8_i1	FC1	male	4.775120816	meanmale
TRINITY_DN129066_c0_g2_i4	FC1	male	4.018005436	meanmale
TRINITY_DN129070_c5_g1_i1	FC1	male	1.852887632	meanmale
TRINITY_DN129083_c0_g1_i3	FC1	male	2.136698696	meanmale
TRINITY_DN129085_c1_g2_i1	FC1	male	2.144614222	meanmale
TRINITY_DN129095_c5_g3_i1	FC1	male	2.959243839	meanmale
TRINITY_DN129120_c0_g4_i1	FC1	male	5.653997038	meanmale
TRINITY_DN129120_c0_g5_i1	FC1	male	6.155478086	meanmale
TRINITY_DN129125_c0_g1_i2	FC1	male	2.335907905	meanmale
TRINITY_DN129125_c0_g4_i1	FC1	male	1.496396916	meanmale
TRINITY_DN129128_c4_g1_i5	FC1	male	4.142292269	meanmale
TRINITY_DN129130_c0_g1_i1	FC1	male	0.965572929	meanmale
TRINITY_DN129130_c5_g1_i2	FC1	male	3.586033115	meanmale
TRINITY_DN129138_c3_g1_i1	FC1	male	2.71656239	meanmale
TRINITY_DN129141_c5_g2_i3	FC1	male	3.33015003	meanmale
TRINITY_DN129145_c5_g2_i2	FC1	male	8.16779844	meanmale
TRINITY_DN129145_c6_g2_i2	FC1	male	2.220273482	meanmale
TRINITY_DN129149_c1_g5_i1	FC1	male	2.321251703	meanmale
TRINITY_DN129153_c9_g2_i1	FC1	male	2.53408045	meanmale
TRINITY_DN129153_c9_g4_i2	FC1	male	3.028191698	meanmale
TRINITY_DN129162_c4_g5_i5	FC1	male	1.881390741	meanmale
TRINITY_DN129167_c5_g9_i1	FC1	male	3.038173365	meanmale
TRINITY_DN129168_c1_g3_i1	FC1	male	4.440917438	meanmale
TRINITY_DN129171_c3_g1_i2	FC1	male	3.989149306	meanmale
TRINITY_DN129179_c0_g1_i1	FC1	male	2.511136683	meanmale
TRINITY_DN129185_c2_g3_i2	FC1	male	3.624446619	meanmale
TRINITY_DN129193_c4_g1_i1	FC1	male	8.761093823	meanmale
TRINITY_DN129193_c4_g2_i2	FC1	male	3.30092598	meanmale
TRINITY_DN129195_c4_g3_i1	FC1	male	4.444595641	meanmale
TRINITY_DN129199_c2_g2_i11	FC1	male	0.913806574	meanmale
TRINITY_DN129202_c2_g8_i1	FC1	male	3.122082389	meanmale
TRINITY_DN129226_c1_g1_i1	FC1	male	1.992805106	meanmale
TRINITY_DN129233_c0_g2_i1	FC1	male	3.331402753	meanmale
TRINITY_DN129239_c8_g1_i2	FC1	male	4.06326921	meanmale
TRINITY_DN129246_c5_g2_i1	FC1	male	1.276657568	meanmale
TRINITY_DN129246_c6_g9_i1	FC1	male	2.202081207	meanmale
TRINITY_DN129249_c1_g10_i1	FC1	male	3.008905102	meanmale
TRINITY_DN129264_c1_g1_i1	FC1	male	11.62671737	meanmale
TRINITY_DN129266_c0_g1_i2	FC1	male	0.811175076	meanmale
TRINITY_DN129267_c4_g1_i1	FC1	male	2.149614283	meanmale
TRINITY_DN129273_c5_g3_i1	FC1	male	6.686076084	meanmale
TRINITY_DN129273_c5_g5_i1	FC1	male	0.867873427	meanmale
TRINITY_DN129273_c5_g6_i1	FC1	male	5.4471511	meanmale
TRINITY_DN129274_c2_g3_i1	FC1	male	0.966526793	meanmale
TRINITY_DN129280_c0_g2_i5	FC1	male	4.545444024	meanmale
TRINITY_DN129281_c3_g1_i4	FC1	male	1.373802039	meanmale
TRINITY_DN129281_c4_g3_i3	FC1	male	4.388291168	meanmale
TRINITY_DN129283_c0_g1_i2	FC1	male	3.414584919	meanmale
TRINITY_DN129284_c0_g1_i1	FC1	male	1.082058314	meanmale
TRINITY_DN129289_c0_g1_i19	FC1	male	2.740853263	meanmale
TRINITY_DN129292_c0_g3_i1	FC1	male	2.135900674	meanmale
TRINITY_DN129294_c9_g2_i1	FC1	male	1.868370706	meanmale
TRINITY_DN129308_c13_g3_i2	FC1	male	9.769372578	meanmale
TRINITY_DN129311_c0_g1_i1	FC1	male	2.916383107	meanmale
TRINITY_DN129311_c0_g2_i1	FC1	male	3.680900994	meanmale
TRINITY_DN129311_c0_g3_i1	FC1	male	0.829189604	meanmale
TRINITY_DN129311_c0_g5_i2	FC1	male	3.997855785	meanmale
TRINITY_DN129312_c5_g6_i1	FC1	male	2.856076694	meanmale
TRINITY_DN129319_c1_g1_i1	FC1	male	1.709005536	meanmale
TRINITY_DN129324_c1_g1_i2	FC1	male	2.685624294	meanmale
TRINITY_DN129324_c1_g2_i2	FC1	male	3.00197405	meanmale
TRINITY_DN129325_c2_g2_i1	FC1	male	1.240098562	meanmale
TRINITY_DN129329_c6_g1_i3	FC1	male	4.571345089	meanmale
TRINITY_DN129329_c6_g2_i1	FC1	male	4.029022548	meanmale
TRINITY_DN129335_c5_g1_i1	FC1	male	5.177988689	meanmale
TRINITY_DN129335_c5_g2_i1	FC1	male	4.981189946	meanmale
TRINITY_DN129348_c0_g1_i1	FC1	male	2.948171936	meanmale
TRINITY_DN129350_c3_g1_i4	FC1	male	4.163323185	meanmale
TRINITY_DN129361_c3_g1_i1	FC1	male	3.860608808	meanmale
TRINITY_DN129367_c1_g4_i3	FC1	male	2.363148804	meanmale
TRINITY_DN129376_c0_g1_i1	FC1	male	4.140679846	meanmale
TRINITY_DN129386_c0_g2_i11	FC1	male	4.635104611	meanmale
TRINITY_DN129390_c0_g2_i4	FC1	male	2.062299055	meanmale
TRINITY_DN129398_c7_g1_i4	FC1	male	4.673715202	meanmale
TRINITY_DN129401_c5_g1_i1	FC1	male	3.077998477	meanmale
TRINITY_DN129408_c6_g2_i2	FC1	male	2.978370103	meanmale
TRINITY_DN129420_c0_g1_i2	FC1	male	5.348188058	meanmale
TRINITY_DN129426_c1_g2_i6	FC1	male	3.310326947	meanmale
TRINITY_DN129427_c0_g8_i10	FC1	male	4.567761088	meanmale
TRINITY_DN129434_c4_g1_i1	FC1	male	1.329836428	meanmale
TRINITY_DN129434_c4_g5_i1	FC1	male	5.688831914	meanmale
TRINITY_DN129442_c0_g2_i3	FC1	male	2.056370776	meanmale
TRINITY_DN129461_c6_g1_i2	FC1	male	2.970501732	meanmale
TRINITY_DN129471_c4_g1_i1	FC1	male	2.048814071	meanmale
TRINITY_DN129473_c0_g1_i4	FC1	male	11.11068724	meanmale
TRINITY_DN129479_c10_g1_i1	FC1	male	5.187566514	meanmale
TRINITY_DN129479_c5_g1_i1	FC1	male	2.956611192	meanmale
TRINITY_DN129484_c5_g1_i1	FC1	male	1.287395517	meanmale
TRINITY_DN129484_c5_g4_i1	FC1	male	2.042659264	meanmale
TRINITY_DN129484_c5_g5_i1	FC1	male	1.922450926	meanmale
TRINITY_DN129486_c1_g1_i4	FC1	male	0.356705197	meanmale
TRINITY_DN129506_c3_g8_i2	FC1	male	2.87366256	meanmale
TRINITY_DN129508_c1_g3_i2	FC1	male	2.895349619	meanmale
TRINITY_DN129508_c2_g3_i2	FC1	male	-0.907886733	meanmale
TRINITY_DN129514_c0_g1_i1	FC1	male	3.268050825	meanmale
TRINITY_DN129520_c2_g10_i1	FC1	male	4.603316843	meanmale
TRINITY_DN129527_c5_g2_i1	FC1	male	2.570300347	meanmale
TRINITY_DN129535_c6_g1_i1	FC1	male	0.532923676	meanmale
TRINITY_DN129536_c0_g3_i1	FC1	male	1.968567165	meanmale
TRINITY_DN129538_c1_g1_i3	FC1	male	4.089838589	meanmale
