gid	logFC.XYtestis.XXovary	cutoff	co_sb	log2RPKM	sex
TRINITY_DN126798_c3_g1_i1	-1.470757091	FC1	female	3.319412083	male
TRINITY_DN135149_c5_g2_i1	-1.469706793	FC1	female	4.578448196	male
TRINITY_DN121214_c0_g2_i1	-1.46956477	FC1	female	3.817593083	male
TRINITY_DN136585_c0_g1_i3	-1.46956405	FC1	female	4.095380309	male
TRINITY_DN111019_c0_g1_i1	-1.46955946	FC1	female	1.491972246	male
TRINITY_DN118263_c0_g1_i4	-1.469532094	FC1	female	5.253856333	male
TRINITY_DN129519_c3_g2_i1	-1.46889467	FC1	female	2.918821132	male
TRINITY_DN114502_c0_g1_i2	-1.467778448	FC1	female	5.585591351	male
TRINITY_DN124362_c0_g1_i2	-1.467730683	FC1	female	5.363946059	male
TRINITY_DN115347_c0_g1_i1	-1.467728076	FC1	female	4.099651632	male
TRINITY_DN130524_c3_g1_i2	-1.467073119	FC1	female	2.413241473	male
TRINITY_DN135991_c0_g5_i11	-1.4669209	FC1	female	1.649614642	male
TRINITY_DN134393_c11_g2_i1	-1.466689226	FC1	female	1.209303098	male
TRINITY_DN114112_c0_g1_i2	-1.466688888	FC1	female	4.188843576	male
TRINITY_DN133351_c7_g2_i4	-1.466174447	FC1	female	4.585655014	male
TRINITY_DN135015_c6_g5_i1	-1.465819578	FC1	female	1.724730473	male
TRINITY_DN132226_c0_g1_i3	-1.465505701	FC1	female	3.572735947	male
TRINITY_DN112586_c1_g2_i1	-1.465222865	FC1	female	0.091919425	male
TRINITY_DN98355_c0_g2_i1	-1.464583936	FC1	female	3.331284506	male
TRINITY_DN124711_c0_g1_i3	-1.463618932	FC1	female	-0.274195008	male
TRINITY_DN125529_c0_g3_i1	-1.463615221	FC1	female	1.089396155	male
TRINITY_DN134466_c2_g1_i1	-1.463522074	FC1	female	1.369081775	male
TRINITY_DN126314_c2_g1_i2	-1.4631576	FC1	female	3.04984906	male
TRINITY_DN110298_c0_g3_i1	-1.462854177	FC1	female	4.816993429	male
TRINITY_DN132244_c1_g1_i5	-1.462758454	FC1	female	5.084267479	male
TRINITY_DN119055_c0_g2_i1	-1.462543556	FC1	female	6.087991764	male
TRINITY_DN111616_c0_g2_i4	-1.462438519	FC1	female	2.38376308	male
TRINITY_DN130878_c0_g1_i3	-1.461543797	FC1	female	3.234346436	male
TRINITY_DN125707_c0_g1_i1	-1.461472782	FC1	female	5.281384466	male
TRINITY_DN126201_c3_g1_i4	-1.460482426	FC1	female	6.574392613	male
TRINITY_DN117076_c0_g2_i1	-1.460411986	FC1	female	1.25524195	male
TRINITY_DN126079_c0_g1_i1	-1.459473537	FC1	female	4.028435665	male
TRINITY_DN106653_c0_g2_i1	-1.459258057	FC1	female	NA	male
TRINITY_DN94143_c0_g1_i1	-1.458671758	FC1	female	1.088933122	male
TRINITY_DN136509_c10_g1_i1	-1.458556479	FC1	female	2.909178455	male
TRINITY_DN131415_c2_g1_i2	-1.458256584	FC1	female	2.403651118	male
TRINITY_DN125224_c0_g1_i4	-1.458115775	FC1	female	2.850972791	male
TRINITY_DN129182_c0_g1_i1	-1.457618485	FC1	female	-3.323387435	male
TRINITY_DN131419_c0_g1_i1	-1.456505438	FC1	female	5.078233973	male
TRINITY_DN96807_c0_g1_i1	-1.45634295	FC1	female	0.836292214	male
TRINITY_DN134073_c0_g1_i2	-1.4558429	FC1	female	3.361950735	male
TRINITY_DN135970_c0_g1_i2	-1.455696958	FC1	female	1.400928999	male
TRINITY_DN127630_c2_g3_i1	-1.455312058	FC1	female	5.364813699	male
TRINITY_DN156234_c0_g1_i1	-1.454597595	FC1	female	9.860913639	male
TRINITY_DN135302_c2_g2_i7	-1.454375171	FC1	female	7.744178477	male
TRINITY_DN133549_c7_g2_i2	-1.453886878	FC1	female	3.528424074	male
TRINITY_DN125443_c0_g1_i1	-1.453590049	FC1	female	3.961315962	male
TRINITY_DN128498_c0_g3_i1	-1.45359004	FC1	female	1.132682204	male
TRINITY_DN127132_c1_g2_i2	-1.453348258	FC1	female	0.582860805	male
TRINITY_DN125116_c1_g2_i3	-1.452856814	FC1	female	2.835631165	male
TRINITY_DN114419_c0_g1_i1	-1.452768191	FC1	female	0.972214298	male
TRINITY_DN128627_c3_g3_i1	-1.452415034	FC1	female	4.866838692	male
TRINITY_DN120435_c2_g2_i1	-1.452004119	FC1	female	2.930306934	male
TRINITY_DN126945_c0_g1_i2	-1.451992891	FC1	female	4.932100703	male
TRINITY_DN126931_c1_g2_i7	-1.451494955	FC1	female	-0.366308496	male
TRINITY_DN92463_c0_g1_i2	-1.450721305	FC1	female	3.313021891	male
TRINITY_DN121657_c0_g1_i2	-1.450119964	FC1	female	2.247368738	male
TRINITY_DN94880_c0_g1_i1	-1.450083452	FC1	female	-0.766083828	male
TRINITY_DN130026_c0_g3_i3	-1.450007624	FC1	female	1.705357448	male
TRINITY_DN119551_c0_g1_i2	-1.449990947	FC1	female	3.803782035	male
TRINITY_DN135503_c1_g1_i7	-1.449971637	FC1	female	0.599803368	male
TRINITY_DN118938_c0_g2_i2	-1.449842698	FC1	female	0.776824948	male
TRINITY_DN119498_c1_g1_i2	-1.44982415	FC1	female	2.571403659	male
TRINITY_DN119808_c1_g1_i1	-1.449589913	FC1	female	0.202784586	male
TRINITY_DN130567_c5_g1_i7	-1.448978464	FC1	female	3.367829267	male
TRINITY_DN128329_c3_g2_i2	-1.4489602	FC1	female	0.807650889	male
TRINITY_DN103834_c0_g3_i1	-1.448810802	FC1	female	2.422390399	male
TRINITY_DN135242_c0_g2_i3	-1.447237236	FC1	female	5.034345403	male
TRINITY_DN134134_c0_g1_i2	-1.446678225	FC1	female	-1.908197448	male
TRINITY_DN121919_c8_g3_i5	-1.446393433	FC1	female	6.695882342	male
TRINITY_DN119178_c0_g1_i1	-1.446160525	FC1	female	-0.977631624	male
TRINITY_DN122777_c0_g3_i1	-1.446115564	FC1	female	-0.168507529	male
TRINITY_DN64637_c0_g1_i1	-1.445576857	FC1	female	4.290004254	male
TRINITY_DN123674_c0_g1_i5	-1.445224898	FC1	female	4.952749748	male
TRINITY_DN131924_c0_g1_i1	-1.445158859	FC1	female	0.82323207	male
TRINITY_DN122212_c0_g1_i2	-1.445076328	FC1	female	3.250001924	male
TRINITY_DN116899_c0_g1_i3	-1.444915533	FC1	female	4.817544481	male
TRINITY_DN124855_c0_g11_i1	-1.444780993	FC1	female	2.271613597	male
TRINITY_DN127156_c7_g3_i1	-1.444424015	FC1	female	1.603353193	male
TRINITY_DN120384_c0_g1_i7	-1.444087897	FC1	female	6.74956909	male
TRINITY_DN85619_c0_g1_i1	-1.444059516	FC1	female	4.848286793	male
TRINITY_DN129966_c0_g1_i1	-1.443595673	FC1	female	1.770181839	male
TRINITY_DN134487_c0_g1_i4	-1.443003334	FC1	female	-0.321403328	male
TRINITY_DN127636_c7_g1_i1	-1.44298723	FC1	female	4.843244278	male
TRINITY_DN125466_c2_g2_i1	-1.442900175	FC1	female	1.520032621	male
TRINITY_DN130492_c1_g4_i2	-1.442746928	FC1	female	3.019753688	male
TRINITY_DN133976_c1_g2_i6	-1.44165336	FC1	female	4.222387507	male
TRINITY_DN116278_c0_g1_i1	-1.44146547	FC1	female	2.343051388	male
TRINITY_DN133183_c0_g1_i1	-1.440756151	FC1	female	2.281292274	male
TRINITY_DN131743_c2_g1_i1	-1.440624633	FC1	female	0.201987162	male
TRINITY_DN106459_c0_g1_i1	-1.440455412	FC1	female	2.630925287	male
TRINITY_DN125846_c1_g1_i1	-1.439310413	FC1	female	2.066974378	male
TRINITY_DN132045_c1_g2_i2	-1.437928668	FC1	female	1.218176816	male
TRINITY_DN116819_c1_g1_i1	-1.437066062	FC1	female	5.021459533	male
TRINITY_DN119467_c0_g1_i2	-1.436942754	FC1	female	5.924099203	male
TRINITY_DN128167_c5_g2_i2	-1.436469026	FC1	female	-1.082520077	male
TRINITY_DN130536_c4_g3_i2	-1.436437452	FC1	female	2.970389035	male
TRINITY_DN126047_c5_g6_i1	-1.436140936	FC1	female	2.095644181	male
TRINITY_DN123838_c1_g3_i1	-1.435911139	FC1	female	-0.464919837	male
TRINITY_DN115498_c0_g1_i1	-1.435894289	FC1	female	1.137562214	male
TRINITY_DN128172_c3_g1_i1	-1.435704557	FC1	female	4.298068255	male
TRINITY_DN120954_c2_g4_i1	-1.435538063	FC1	female	1.656626512	male
TRINITY_DN124356_c7_g6_i1	-1.434518328	FC1	female	-0.707291779	male
TRINITY_DN127945_c1_g1_i1	-1.434278022	FC1	female	-0.006398693	male
TRINITY_DN128684_c2_g1_i1	-1.434208798	FC1	female	0.755599449	male
TRINITY_DN112907_c0_g2_i1	-1.433911919	FC1	female	4.846108709	male
TRINITY_DN129176_c3_g5_i1	-1.433775241	FC1	female	NA	male
TRINITY_DN121956_c0_g1_i6	-1.433705546	FC1	female	1.201198675	male
TRINITY_DN115432_c0_g1_i1	-1.433638476	FC1	female	1.971543479	male
TRINITY_DN136398_c3_g2_i4	-1.433612647	FC1	female	3.217234534	male
TRINITY_DN131939_c2_g8_i2	-1.433302228	FC1	female	4.140280265	male
TRINITY_DN121743_c2_g1_i1	-1.432971348	FC1	female	5.617607305	male
TRINITY_DN126251_c3_g1_i1	-1.432862471	FC1	female	0.587337546	male
TRINITY_DN116692_c0_g1_i5	-1.432622336	FC1	female	3.214246201	male
TRINITY_DN120379_c0_g1_i2	-1.432407823	FC1	female	-1.066134739	male
TRINITY_DN129441_c7_g1_i3	-1.431564058	FC1	female	3.614077145	male
TRINITY_DN125004_c1_g1_i5	-1.431394345	FC1	female	1.591858168	male
TRINITY_DN120309_c0_g1_i2	-1.430844748	FC1	female	3.352130248	male
TRINITY_DN134844_c0_g1_i1	-1.430715427	FC1	female	2.9014025	male
TRINITY_DN124342_c3_g1_i3	-1.430094785	FC1	female	4.031887276	male
TRINITY_DN128038_c3_g1_i6	-1.429922902	FC1	female	5.527758151	male
TRINITY_DN125487_c0_g2_i2	-1.42982988	FC1	female	3.124369026	male
TRINITY_DN123649_c5_g1_i1	-1.429628117	FC1	female	2.867873875	male
TRINITY_DN110272_c0_g1_i1	-1.429014722	FC1	female	-0.843370813	male
TRINITY_DN120998_c0_g3_i4	-1.428925622	FC1	female	4.094091838	male
TRINITY_DN116722_c0_g1_i1	-1.428429801	FC1	female	3.915727104	male
TRINITY_DN129379_c8_g11_i1	-1.428326034	FC1	female	-0.792834803	male
TRINITY_DN126650_c1_g1_i2	-1.428153837	FC1	female	2.923506047	male
TRINITY_DN123189_c3_g1_i1	-1.42805164	FC1	female	1.219947189	male
TRINITY_DN131679_c0_g2_i2	-1.42794323	FC1	female	0.575650736	male
TRINITY_DN132129_c1_g2_i2	-1.427852764	FC1	female	4.941117284	male
TRINITY_DN129208_c2_g5_i5	-1.427298172	FC1	female	4.289303633	male
TRINITY_DN133981_c0_g1_i18	-1.426874977	FC1	female	0.020516954	male
TRINITY_DN122305_c6_g7_i1	-1.426395608	FC1	female	0.508382133	male
TRINITY_DN119944_c0_g1_i1	-1.426187032	FC1	female	2.367750389	male
TRINITY_DN131831_c0_g3_i2	-1.426159659	FC1	female	4.510066405	male
TRINITY_DN129106_c0_g7_i1	-1.426079888	FC1	female	4.511579086	male
TRINITY_DN132197_c3_g1_i1	-1.42589626	FC1	female	5.384823775	male
TRINITY_DN114298_c0_g1_i1	-1.425818745	FC1	female	3.680056624	male
TRINITY_DN132431_c3_g1_i3	-1.425750499	FC1	female	0.877524933	male
TRINITY_DN131953_c1_g3_i5	-1.425114674	FC1	female	3.421158607	male
TRINITY_DN128211_c2_g3_i1	-1.425106604	FC1	female	2.660552836	male
TRINITY_DN135443_c0_g3_i1	-1.423562865	FC1	female	1.246213221	male
TRINITY_DN128376_c2_g5_i2	-1.423200662	FC1	female	2.898861006	male
TRINITY_DN123670_c2_g1_i1	-1.423047582	FC1	female	-0.729473596	male
TRINITY_DN131657_c0_g1_i4	-1.422832561	FC1	female	0.597596569	male
TRINITY_DN99592_c0_g1_i1	-1.422616831	FC1	female	-0.552878182	male
TRINITY_DN123361_c0_g1_i1	-1.422209684	FC1	female	3.824248854	male
TRINITY_DN133553_c1_g2_i1	-1.421892937	FC1	female	0.854431119	male
TRINITY_DN123632_c2_g2_i5	-1.421702995	FC1	female	4.02819857	male
TRINITY_DN119141_c0_g1_i1	-1.421386572	FC1	female	0.416401205	male
TRINITY_DN126533_c4_g2_i1	-1.421096465	FC1	female	3.066414092	male
TRINITY_DN128105_c2_g6_i1	-1.420969261	FC1	female	1.518533834	male
TRINITY_DN122624_c0_g1_i1	-1.420309214	FC1	female	1.183989318	male
TRINITY_DN123601_c3_g9_i1	-1.420244045	FC1	female	4.810662278	male
TRINITY_DN133324_c7_g1_i2	-1.420126409	FC1	female	3.808316475	male
TRINITY_DN132606_c3_g1_i3	-1.420123742	FC1	female	1.72703107	male
TRINITY_DN127010_c3_g1_i4	-1.420037995	FC1	female	3.873208455	male
TRINITY_DN129149_c1_g4_i4	-1.420031082	FC1	female	-1.12427913	male
TRINITY_DN123752_c0_g1_i1	-1.419981912	FC1	female	2.684158145	male
TRINITY_DN126039_c4_g2_i1	-1.41977911	FC1	female	3.767737778	male
TRINITY_DN116433_c0_g3_i3	-1.419347933	FC1	female	2.382036613	male
TRINITY_DN133037_c0_g1_i2	-1.419278302	FC1	female	3.770933625	male
TRINITY_DN126307_c1_g2_i2	-1.419126588	FC1	female	2.816017816	male
TRINITY_DN115067_c0_g1_i2	-1.418950835	FC1	female	-0.397436518	male
TRINITY_DN133820_c2_g1_i2	-1.418875272	FC1	female	3.541738445	male
TRINITY_DN126942_c1_g1_i6	-1.418553093	FC1	female	0.435703447	male
TRINITY_DN121685_c0_g1_i1	-1.418405603	FC1	female	-2.447715732	male
TRINITY_DN127246_c0_g5_i3	-1.417971201	FC1	female	1.700974508	male
TRINITY_DN120545_c4_g1_i4	-1.417934034	FC1	female	4.94876249	male
TRINITY_DN112396_c1_g1_i1	-1.41749375	FC1	female	2.525602089	male
TRINITY_DN126571_c0_g1_i2	-1.417424117	FC1	female	-2.48995529	male
TRINITY_DN128408_c3_g7_i3	-1.417342539	FC1	female	5.086121276	male
TRINITY_DN119617_c0_g1_i1	-1.417317327	FC1	female	1.023803268	male
TRINITY_DN125036_c2_g2_i3	-1.416995768	FC1	female	4.609758943	male
TRINITY_DN133109_c3_g5_i1	-1.416988929	FC1	female	0.144952089	male
TRINITY_DN120352_c0_g1_i4	-1.416675252	FC1	female	6.254549127	male
TRINITY_DN118014_c0_g1_i2	-1.41629422	FC1	female	NA	male
TRINITY_DN130252_c1_g4_i2	-1.416267532	FC1	female	3.989838667	male
TRINITY_DN131119_c3_g6_i1	-1.416148005	FC1	female	2.778785731	male
TRINITY_DN123677_c7_g1_i2	-1.414879838	FC1	female	0.257623412	male
TRINITY_DN130346_c1_g1_i2	-1.414794015	FC1	female	5.188202037	male
TRINITY_DN132659_c0_g1_i2	-1.414773094	FC1	female	5.06366283	male
TRINITY_DN122877_c1_g1_i1	-1.414672121	FC1	female	2.654928798	male
TRINITY_DN129091_c2_g1_i4	-1.414584015	FC1	female	3.77346378	male
TRINITY_DN120650_c0_g1_i1	-1.414376479	FC1	female	4.143556206	male
TRINITY_DN135372_c1_g1_i1	-1.414256911	FC1	female	2.500641886	male
TRINITY_DN132672_c1_g1_i1	-1.413746593	FC1	female	0.472966158	male
TRINITY_DN112343_c0_g1_i1	-1.413540055	FC1	female	0.322519875	male
TRINITY_DN128652_c2_g1_i3	-1.413534523	FC1	female	5.004550341	male
TRINITY_DN126290_c0_g1_i1	-1.413421681	FC1	female	-1.557308278	male
TRINITY_DN123892_c0_g2_i1	-1.413182315	FC1	female	1.439564815	male
TRINITY_DN127063_c3_g1_i3	-1.411917552	FC1	female	2.40683409	male
TRINITY_DN14210_c0_g1_i1	-1.411789771	FC1	female	-1.484062332	male
TRINITY_DN131063_c5_g3_i1	-1.411405445	FC1	female	2.136249624	male
TRINITY_DN117803_c0_g1_i2	-1.411234121	FC1	female	5.765656217	male
TRINITY_DN122312_c0_g1_i2	-1.41104844	FC1	female	-2.021598352	male
TRINITY_DN125043_c0_g2_i6	-1.410834902	FC1	female	5.368392634	male
TRINITY_DN125376_c0_g7_i3	-1.410641372	FC1	female	2.702012034	male
TRINITY_DN124173_c0_g2_i1	-1.40996149	FC1	female	2.834098181	male
TRINITY_DN128861_c3_g1_i1	-1.409916483	FC1	female	2.562316138	male
TRINITY_DN122413_c4_g5_i2	-1.409736064	FC1	female	3.720115486	male
TRINITY_DN130451_c1_g10_i4	-1.409427968	FC1	female	4.330490115	male
TRINITY_DN17632_c0_g1_i1	-1.409355915	FC1	female	3.184148898	male
TRINITY_DN129826_c3_g1_i3	-1.40924737	FC1	female	3.129146881	male
TRINITY_DN122644_c2_g4_i1	-1.40838004	FC1	female	3.245093812	male
TRINITY_DN128151_c3_g3_i2	-1.408357996	FC1	female	2.082394429	male
TRINITY_DN127559_c6_g1_i1	-1.408016472	FC1	female	1.164936338	male
TRINITY_DN122701_c2_g2_i4	-1.407574142	FC1	female	-2.195439962	male
TRINITY_DN124016_c0_g1_i1	-1.40751554	FC1	female	3.282188219	male
TRINITY_DN122890_c2_g1_i1	-1.407472074	FC1	female	2.331923636	male
TRINITY_DN128248_c0_g1_i6	-1.406839779	FC1	female	3.696369355	male
TRINITY_DN132395_c1_g1_i1	-1.406692608	FC1	female	3.781185018	male
TRINITY_DN120685_c0_g1_i3	-1.406684069	FC1	female	-1.692047078	male
TRINITY_DN130479_c4_g2_i1	-1.406000931	FC1	female	1.118047112	male
TRINITY_DN130596_c3_g3_i1	-1.404498603	FC1	female	4.000088601	male
TRINITY_DN121815_c5_g2_i6	-1.403964565	FC1	female	5.645029136	male
TRINITY_DN133052_c1_g1_i6	-1.403580439	FC1	female	4.060499844	male
TRINITY_DN107308_c0_g1_i1	-1.403345428	FC1	female	3.4126604	male
TRINITY_DN129512_c5_g1_i2	-1.403297206	FC1	female	-0.615760476	male
TRINITY_DN115242_c0_g1_i2	-1.402231738	FC1	female	4.000101644	male
TRINITY_DN124968_c0_g1_i2	-1.401359235	FC1	female	1.765883846	male
TRINITY_DN125231_c0_g6_i1	-1.40132375	FC1	female	4.793395916	male
TRINITY_DN121912_c1_g2_i1	-1.400892824	FC1	female	4.208892951	male
TRINITY_DN134498_c1_g2_i3	-1.40077457	FC1	female	3.491256528	male
TRINITY_DN134439_c1_g1_i5	-1.400384747	FC1	female	3.612237122	male
TRINITY_DN207866_c0_g1_i1	-1.398630433	FC1	female	1.88331547	male
TRINITY_DN126862_c0_g1_i6	-1.398629764	FC1	female	0.752136188	male
TRINITY_DN48675_c0_g1_i1	-1.396671509	FC1	female	2.35581594	male
TRINITY_DN131513_c2_g3_i1	-1.396657933	FC1	female	2.90997702	male
TRINITY_DN130225_c8_g1_i1	-1.396367708	FC1	female	2.058700956	male
TRINITY_DN131519_c3_g2_i3	-1.39611779	FC1	female	0.159909352	male
TRINITY_DN133177_c1_g6_i5	-1.396086752	FC1	female	1.887732366	male
TRINITY_DN133567_c0_g4_i2	-1.3954763	FC1	female	6.138466949	male
TRINITY_DN130134_c0_g1_i1	-1.395311143	FC1	female	0.215265299	male
TRINITY_DN127566_c5_g1_i1	-1.395215532	FC1	female	3.19819241	male
TRINITY_DN132278_c0_g1_i3	-1.395177462	FC1	female	7.516490887	male
TRINITY_DN133560_c0_g2_i1	-1.394617597	FC1	female	3.012677599	male
TRINITY_DN134403_c2_g1_i1	-1.394198787	FC1	female	1.74236988	male
TRINITY_DN136497_c6_g1_i1	-1.393981919	FC1	female	1.082347349	male
TRINITY_DN116963_c0_g1_i1	-1.393922806	FC1	female	4.415543793	male
TRINITY_DN126761_c0_g1_i1	-1.393861012	FC1	female	5.542717144	male
TRINITY_DN22652_c0_g2_i1	-1.393775496	FC1	female	1.905029983	male
TRINITY_DN134535_c4_g1_i4	-1.393707306	FC1	female	2.513985598	male
TRINITY_DN114023_c0_g1_i1	-1.393651605	FC1	female	4.516736816	male
TRINITY_DN133539_c0_g1_i1	-1.393437578	FC1	female	4.585610771	male
TRINITY_DN127619_c2_g2_i2	-1.393129632	FC1	female	0.661307405	male
TRINITY_DN124317_c0_g1_i6	-1.392691581	FC1	female	4.608495882	male
TRINITY_DN134085_c3_g3_i5	-1.392396829	FC1	female	9.369763763	male
TRINITY_DN126911_c6_g1_i1	-1.391885008	FC1	female	4.489307891	male
TRINITY_DN134109_c1_g2_i2	-1.390803794	FC1	female	-0.996712766	male
TRINITY_DN132657_c3_g15_i1	-1.390600783	FC1	female	0.040890882	male
TRINITY_DN117658_c0_g1_i1	-1.390526597	FC1	female	0.642308041	male
TRINITY_DN119973_c0_g1_i2	-1.390468847	FC1	female	3.460577289	male
TRINITY_DN82405_c0_g1_i1	-1.390367382	FC1	female	3.74430384	male
TRINITY_DN135261_c0_g1_i1	-1.390204284	FC1	female	3.378820187	male
TRINITY_DN128174_c5_g1_i3	-1.390123097	FC1	female	2.449245063	male
TRINITY_DN134568_c1_g1_i1	-1.39002822	FC1	female	2.662214536	male
TRINITY_DN116732_c0_g1_i1	-1.389409791	FC1	female	4.420331464	male
TRINITY_DN134393_c11_g3_i1	-1.389395806	FC1	female	2.587098166	male
TRINITY_DN134394_c0_g1_i2	-1.388678329	FC1	female	2.80857412	male
TRINITY_DN128161_c4_g1_i1	-1.388607573	FC1	female	5.04245974	male
TRINITY_DN129322_c1_g2_i2	-1.38825518	FC1	female	1.362716488	male
TRINITY_DN115473_c0_g3_i2	-1.388052409	FC1	female	3.987852625	male
TRINITY_DN132667_c0_g8_i1	-1.38774245	FC1	female	1.695334044	male
TRINITY_DN125909_c2_g1_i2	-1.387732405	FC1	female	2.728868755	male
TRINITY_DN131393_c0_g2_i4	-1.387503187	FC1	female	-0.32061888	male
TRINITY_DN130677_c4_g1_i1	-1.387335197	FC1	female	3.955974693	male
TRINITY_DN125725_c0_g1_i2	-1.387182253	FC1	female	5.791156249	male
TRINITY_DN130680_c2_g1_i1	-1.385878303	FC1	female	-1.675250905	male
TRINITY_DN121595_c1_g1_i1	-1.385454031	FC1	female	2.870879479	male
TRINITY_DN195573_c0_g1_i1	-1.384837217	FC1	female	3.911498917	male
TRINITY_DN135291_c0_g1_i6	-1.38468971	FC1	female	2.762902397	male
TRINITY_DN107787_c0_g1_i1	-1.38345678	FC1	female	5.197945529	male
TRINITY_DN127856_c7_g1_i1	-1.382609739	FC1	female	2.76916557	male
TRINITY_DN136737_c44_g1_i1	-1.382414525	FC1	female	1.554448954	male
TRINITY_DN130765_c6_g10_i1	-1.382201894	FC1	female	2.332529997	male
TRINITY_DN134870_c6_g2_i2	-1.382166368	FC1	female	2.750233386	male
TRINITY_DN111411_c0_g1_i1	-1.381569346	FC1	female	4.312089712	male
TRINITY_DN124449_c1_g2_i3	-1.381488795	FC1	female	0.902804795	male
TRINITY_DN118599_c0_g2_i1	-1.380933179	FC1	female	0.682804009	male
TRINITY_DN130099_c8_g2_i2	-1.380863667	FC1	female	2.29225262	male
TRINITY_DN126302_c1_g8_i2	-1.380420817	FC1	female	3.205615775	male
TRINITY_DN127935_c3_g3_i3	-1.379851046	FC1	female	2.263258511	male
TRINITY_DN60182_c0_g1_i1	-1.379566618	FC1	female	NA	male
TRINITY_DN128181_c1_g2_i2	-1.379526475	FC1	female	0.907560126	male
TRINITY_DN114581_c0_g1_i2	-1.379472663	FC1	female	3.255272716	male
TRINITY_DN125851_c4_g1_i3	-1.379015104	FC1	female	-1.048360895	male
TRINITY_DN115618_c0_g1_i1	-1.379000727	FC1	female	6.008821052	male
TRINITY_DN131166_c2_g1_i3	-1.37893907	FC1	female	2.564434876	male
TRINITY_DN128227_c3_g2_i4	-1.378737842	FC1	female	-1.431662478	male
TRINITY_DN130523_c0_g1_i1	-1.377246285	FC1	female	0.9804	male
TRINITY_DN130835_c4_g6_i2	-1.376888736	FC1	female	2.362325795	male
TRINITY_DN105215_c0_g1_i1	-1.376540282	FC1	female	4.327014356	male
TRINITY_DN116844_c0_g1_i1	-1.37648636	FC1	female	0.57776786	male
TRINITY_DN105941_c0_g1_i1	-1.376295706	FC1	female	3.410137775	male
TRINITY_DN125343_c0_g8_i1	-1.375989103	FC1	female	4.700591677	male
TRINITY_DN127936_c5_g1_i2	-1.375384729	FC1	female	2.213975035	male
TRINITY_DN128597_c0_g1_i1	-1.375284263	FC1	female	4.350520538	male
TRINITY_DN126792_c6_g3_i1	-1.374601476	FC1	female	2.389839451	male
TRINITY_DN133690_c2_g1_i1	-1.374429967	FC1	female	2.539271477	male
TRINITY_DN117376_c0_g1_i1	-1.374258221	FC1	female	5.422498477	male
TRINITY_DN129176_c3_g4_i1	-1.374105878	FC1	female	6.521914632	male
TRINITY_DN134877_c2_g1_i1	-1.37400655	FC1	female	1.679211071	male
TRINITY_DN127244_c6_g2_i4	-1.373312873	FC1	female	3.136323169	male
TRINITY_DN97999_c0_g1_i1	-1.373235973	FC1	female	1.183963633	male
TRINITY_DN122337_c0_g1_i2	-1.373035325	FC1	female	1.784996295	male
TRINITY_DN128534_c0_g1_i3	-1.372056743	FC1	female	3.749258405	male
TRINITY_DN118885_c0_g1_i1	-1.372004463	FC1	female	3.813313067	male
TRINITY_DN135393_c3_g7_i1	-1.371535963	FC1	female	3.046398964	male
TRINITY_DN128868_c0_g1_i1	-1.371376333	FC1	female	0.512898978	male
TRINITY_DN130585_c2_g3_i6	-1.371243822	FC1	female	-0.829333118	male
TRINITY_DN123315_c1_g2_i1	-1.370733403	FC1	female	7.375979255	male
TRINITY_DN112409_c0_g1_i1	-1.370633595	FC1	female	5.484471049	male
TRINITY_DN117736_c0_g1_i2	-1.369733465	FC1	female	3.914204627	male
TRINITY_DN125925_c5_g5_i1	-1.369647052	FC1	female	NA	male
TRINITY_DN124518_c0_g1_i1	-1.369519844	FC1	female	1.037987405	male
TRINITY_DN127948_c1_g4_i1	-1.369009504	FC1	female	0.481732996	male
TRINITY_DN104356_c0_g1_i3	-1.368874674	FC1	female	3.142916498	male
TRINITY_DN105413_c0_g1_i1	-1.368777417	FC1	female	5.93920533	male
TRINITY_DN136425_c0_g4_i2	-1.368761394	FC1	female	4.676014845	male
TRINITY_DN124866_c0_g1_i3	-1.368755321	FC1	female	1.420459778	male
TRINITY_DN130966_c6_g4_i1	-1.368152458	FC1	female	6.152221377	male
TRINITY_DN127185_c2_g2_i3	-1.368093771	FC1	female	4.656258875	male
TRINITY_DN117943_c0_g1_i3	-1.368017919	FC1	female	4.479918324	male
TRINITY_DN135264_c6_g4_i1	-1.367917896	FC1	female	4.142028132	male
TRINITY_DN80828_c0_g1_i1	-1.367809321	FC1	female	4.549968666	male
TRINITY_DN131448_c2_g4_i2	-1.367472779	FC1	female	2.597040174	male
TRINITY_DN129315_c1_g1_i7	-1.367316261	FC1	female	4.071621379	male
TRINITY_DN118933_c2_g2_i1	-1.367170632	FC1	female	5.269887247	male
TRINITY_DN134033_c6_g7_i1	-1.366896861	FC1	female	2.78271483	male
TRINITY_DN72469_c0_g1_i1	-1.36618999	FC1	female	4.103136568	male
TRINITY_DN131688_c2_g1_i2	-1.366000623	FC1	female	0.865326078	male
TRINITY_DN121888_c0_g2_i1	-1.365790587	FC1	female	4.087063417	male
TRINITY_DN133347_c4_g2_i1	-1.365683432	FC1	female	6.000565337	male
TRINITY_DN97773_c0_g1_i1	-1.365563301	FC1	female	4.121108424	male
