gid	cutoff	co_sb	log2meanXY	group1
TRINITY_DN123814_c1_g1_i2	1	male	1.328754345	meanmale
TRINITY_DN123817_c0_g1_i1	1	male	1.609250433	meanmale
TRINITY_DN123827_c1_g2_i1	1	male	1.275345357	meanmale
TRINITY_DN123829_c0_g3_i1	5	male	1.670054822	meanmale
TRINITY_DN123841_c0_g1_i1	1	male	3.27612409	meanmale
TRINITY_DN123844_c0_g1_i1	1	male	-0.440219926	meanmale
TRINITY_DN123846_c0_g1_i2	1	male	4.09279656	meanmale
TRINITY_DN123846_c1_g1_i1	1	male	2.672406437	meanmale
TRINITY_DN123854_c0_g4_i5	1	male	4.355509477	meanmale
TRINITY_DN123861_c1_g1_i3	1	male	1.78447356	meanmale
TRINITY_DN123877_c0_g1_i4	1	male	-0.631649722	meanmale
TRINITY_DN123880_c0_g1_i2	1	male	12.57809047	meanmale
TRINITY_DN123883_c0_g1_i5	1	male	0.690694057	meanmale
TRINITY_DN123896_c1_g1_i2	1	male	4.645376657	meanmale
TRINITY_DN123897_c4_g1_i1	1	male	3.661172122	meanmale
TRINITY_DN123897_c4_g2_i1	1	male	3.501380088	meanmale
TRINITY_DN123906_c0_g1_i1	1	male	0.358376292	meanmale
TRINITY_DN123909_c5_g4_i1	3	male	4.231730321	meanmale
TRINITY_DN123916_c1_g2_i2	1	male	2.1776661	meanmale
TRINITY_DN123925_c0_g1_i1	1	male	1.061917543	meanmale
TRINITY_DN123929_c3_g1_i1	1	male	4.994702649	meanmale
TRINITY_DN123932_c1_g1_i1	1	male	-0.771263185	meanmale
TRINITY_DN123949_c1_g1_i2	1	male	1.247345404	meanmale
TRINITY_DN123954_c0_g1_i1	1	male	1.100857444	meanmale
TRINITY_DN123961_c0_g1_i1	1	male	2.408740622	meanmale
TRINITY_DN123962_c1_g1_i1	1	male	2.339167198	meanmale
TRINITY_DN123962_c1_g2_i4	3	male	3.088972685	meanmale
TRINITY_DN123963_c2_g1_i1	1	male	1.317699481	meanmale
TRINITY_DN123967_c0_g2_i2	1	male	0.125905688	meanmale
TRINITY_DN123969_c0_g3_i3	1	male	4.314096543	meanmale
TRINITY_DN123972_c0_g1_i1	1	male	2.454475348	meanmale
TRINITY_DN123980_c1_g3_i2	1	male	3.701639271	meanmale
TRINITY_DN123981_c0_g1_i1	3	male	1.240462036	meanmale
TRINITY_DN123988_c0_g3_i1	1	male	1.134673877	meanmale
TRINITY_DN123995_c1_g1_i1	1	male	4.691383782	meanmale
TRINITY_DN123998_c3_g1_i1	1	male	-0.808859976	meanmale
TRINITY_DN123998_c3_g2_i3	1	male	1.742676934	meanmale
TRINITY_DN123998_c4_g1_i4	1	male	4.255348606	meanmale
TRINITY_DN124008_c0_g9_i2	3	male	1.442745627	meanmale
TRINITY_DN124009_c0_g1_i3	3	male	3.214225701	meanmale
TRINITY_DN124015_c2_g3_i1	1	male	4.269675454	meanmale
TRINITY_DN124015_c2_g4_i1	1	male	4.007686174	meanmale
TRINITY_DN124018_c0_g1_i6	1	male	4.414377598	meanmale
TRINITY_DN124020_c0_g1_i3	1	male	2.459799045	meanmale
TRINITY_DN124021_c0_g2_i1	1	male	3.943142644	meanmale
TRINITY_DN124022_c0_g1_i1	1	male	0.954117115	meanmale
TRINITY_DN124038_c0_g2_i2	1	male	0.470580085	meanmale
TRINITY_DN124041_c0_g1_i2	1	male	2.895627279	meanmale
TRINITY_DN124045_c0_g2_i1	1	male	4.012379499	meanmale
TRINITY_DN124049_c5_g4_i1	1	male	2.525994333	meanmale
TRINITY_DN124050_c0_g2_i1	3	male	4.87449947	meanmale
TRINITY_DN124051_c0_g1_i1	1	male	5.745906701	meanmale
TRINITY_DN124054_c0_g1_i1	1	male	0.111162548	meanmale
TRINITY_DN124057_c2_g3_i1	1	male	4.31353273	meanmale
TRINITY_DN124062_c1_g1_i1	1	male	0.984722835	meanmale
TRINITY_DN124062_c2_g3_i1	1	male	4.766780178	meanmale
TRINITY_DN124063_c2_g1_i2	1	male	4.797566785	meanmale
TRINITY_DN124067_c1_g2_i3	1	male	2.141798685	meanmale
TRINITY_DN124076_c2_g2_i3	1	male	8.604595785	meanmale
TRINITY_DN124080_c4_g2_i2	1	male	2.455343416	meanmale
TRINITY_DN124085_c6_g1_i4	1	male	2.234330253	meanmale
TRINITY_DN124087_c0_g2_i3	1	male	3.481405548	meanmale
TRINITY_DN124088_c0_g1_i1	1	male	7.122058256	meanmale
TRINITY_DN124099_c3_g1_i1	1	male	0.714069901	meanmale
TRINITY_DN124103_c0_g1_i3	5	male	5.410752802	meanmale
TRINITY_DN124104_c0_g1_i2	1	male	7.09408186	meanmale
TRINITY_DN124116_c0_g2_i1	1	male	4.102493752	meanmale
TRINITY_DN124123_c0_g1_i1	1	male	-0.603651877	meanmale
TRINITY_DN124131_c9_g1_i1	1	male	8.746502235	meanmale
TRINITY_DN124133_c1_g7_i1	1	male	3.402821157	meanmale
TRINITY_DN124134_c0_g2_i1	3	male	1.374503165	meanmale
TRINITY_DN124136_c0_g3_i1	3	male	0.662905715	meanmale
TRINITY_DN124142_c9_g5_i1	1	male	5.334534355	meanmale
TRINITY_DN124146_c9_g1_i1	7	male	5.346975254	meanmale
TRINITY_DN124146_c9_g5_i1	3	male	2.430004055	meanmale
TRINITY_DN124146_c9_g9_i1	7	male	1.530584416	meanmale
TRINITY_DN124151_c5_g6_i3	1	male	3.274905429	meanmale
TRINITY_DN124154_c1_g1_i1	1	male	2.878402956	meanmale
TRINITY_DN124154_c6_g1_i1	1	male	2.71114143	meanmale
TRINITY_DN124166_c0_g2_i2	1	male	3.385413942	meanmale
TRINITY_DN124172_c2_g2_i1	3	male	2.913013715	meanmale
TRINITY_DN124180_c0_g6_i1	1	male	-0.116392552	meanmale
TRINITY_DN124180_c0_g7_i1	5	male	5.236416392	meanmale
TRINITY_DN124181_c0_g1_i1	1	male	0.456643021	meanmale
TRINITY_DN124188_c9_g3_i1	3	male	1.374335974	meanmale
TRINITY_DN124189_c0_g5_i1	1	male	5.666882141	meanmale
TRINITY_DN124193_c2_g2_i3	1	male	3.604100803	meanmale
TRINITY_DN124197_c2_g4_i1	3	male	3.156131215	meanmale
TRINITY_DN124201_c1_g1_i3	5	male	1.986534564	meanmale
TRINITY_DN124204_c1_g1_i1	1	male	3.499572487	meanmale
TRINITY_DN124214_c0_g1_i1	3	male	3.544082881	meanmale
TRINITY_DN124215_c0_g2_i2	1	male	2.800215517	meanmale
TRINITY_DN124216_c1_g3_i9	1	male	3.882967898	meanmale
TRINITY_DN124222_c0_g1_i3	1	male	1.592680074	meanmale
TRINITY_DN124225_c0_g1_i1	1	male	1.629481446	meanmale
TRINITY_DN124233_c1_g2_i1	1	male	2.800702626	meanmale
TRINITY_DN124239_c4_g2_i1	1	male	8.589799916	meanmale
TRINITY_DN124242_c2_g5_i4	5	male	0.788300756	meanmale
TRINITY_DN124256_c0_g2_i2	5	male	5.519418738	meanmale
TRINITY_DN124256_c0_g3_i2	3	male	1.55842057	meanmale
TRINITY_DN124256_c0_g4_i2	3	male	2.768825716	meanmale
TRINITY_DN124257_c2_g6_i1	1	male	0.607108456	meanmale
TRINITY_DN124264_c2_g1_i6	3	male	6.193858466	meanmale
TRINITY_DN124266_c1_g1_i2	3	male	2.517351449	meanmale
TRINITY_DN124268_c4_g1_i1	1	male	4.751576723	meanmale
TRINITY_DN124272_c4_g1_i1	1	male	2.127753288	meanmale
TRINITY_DN124274_c0_g1_i4	3	male	0.631482052	meanmale
TRINITY_DN124281_c0_g1_i1	1	male	3.215038223	meanmale
TRINITY_DN124284_c0_g1_i4	1	male	2.789046812	meanmale
TRINITY_DN124293_c4_g4_i6	1	male	4.953486653	meanmale
TRINITY_DN124298_c0_g1_i2	3	male	2.329669087	meanmale
TRINITY_DN124300_c5_g6_i2	3	male	2.306693282	meanmale
TRINITY_DN124302_c1_g3_i1	1	male	1.60328487	meanmale
TRINITY_DN124306_c8_g1_i1	1	male	2.433932666	meanmale
TRINITY_DN124307_c0_g2_i6	1	male	0.232192774	meanmale
TRINITY_DN124312_c1_g1_i1	1	male	2.875915586	meanmale
TRINITY_DN124328_c4_g9_i3	3	male	0.956264498	meanmale
TRINITY_DN124339_c6_g1_i1	1	male	-0.625148666	meanmale
TRINITY_DN124339_c8_g1_i1	1	male	2.651535042	meanmale
TRINITY_DN124348_c0_g2_i1	3	male	3.45345816	meanmale
TRINITY_DN124355_c0_g1_i2	1	male	0.535640711	meanmale
TRINITY_DN124361_c5_g2_i1	1	male	3.583539699	meanmale
TRINITY_DN124366_c0_g3_i4	1	male	1.044801864	meanmale
TRINITY_DN124372_c0_g1_i2	1	male	1.192911515	meanmale
TRINITY_DN124374_c0_g1_i2	1	male	1.816931671	meanmale
TRINITY_DN124375_c0_g2_i1	1	male	1.75850035	meanmale
TRINITY_DN124378_c0_g3_i1	1	male	0.565055872	meanmale
TRINITY_DN124388_c0_g1_i1	1	male	0.105116126	meanmale
TRINITY_DN124392_c1_g1_i1	1	male	0.506652869	meanmale
TRINITY_DN124394_c2_g1_i1	1	male	2.989084006	meanmale
TRINITY_DN124412_c0_g1_i1	7	male	0.769916123	meanmale
TRINITY_DN124412_c0_g4_i1	1	male	2.449718289	meanmale
TRINITY_DN124412_c0_g5_i9	1	male	2.198568352	meanmale
TRINITY_DN124415_c0_g1_i4	1	male	3.364185432	meanmale
TRINITY_DN124416_c3_g1_i2	3	male	1.886555085	meanmale
TRINITY_DN124421_c3_g2_i1	1	male	2.154595958	meanmale
TRINITY_DN124423_c0_g1_i3	1	male	1.475642423	meanmale
TRINITY_DN124424_c1_g4_i1	1	male	1.261020132	meanmale
TRINITY_DN124428_c0_g1_i1	1	male	0.517518618	meanmale
TRINITY_DN124435_c0_g2_i2	1	male	4.262114235	meanmale
TRINITY_DN124436_c10_g1_i3	1	male	1.533336182	meanmale
TRINITY_DN124436_c7_g2_i2	1	male	1.640422135	meanmale
TRINITY_DN124437_c0_g4_i1	1	male	6.758496632	meanmale
TRINITY_DN124442_c1_g1_i1	1	male	6.956354414	meanmale
TRINITY_DN124443_c2_g3_i2	3	male	5.886209965	meanmale
TRINITY_DN124446_c2_g1_i6	1	male	3.752104471	meanmale
TRINITY_DN124448_c6_g1_i2	1	male	1.965216964	meanmale
TRINITY_DN124456_c0_g4_i6	3	male	2.573555371	meanmale
TRINITY_DN124465_c2_g1_i8	1	male	4.497316449	meanmale
TRINITY_DN124468_c0_g1_i1	3	male	2.518293904	meanmale
TRINITY_DN124468_c0_g3_i3	3	male	4.153217849	meanmale
TRINITY_DN124469_c6_g1_i1	1	male	1.488338091	meanmale
TRINITY_DN124471_c6_g1_i1	3	male	3.744573057	meanmale
TRINITY_DN124477_c0_g1_i1	1	male	0.999932309	meanmale
TRINITY_DN124481_c0_g1_i1	1	male	4.542479677	meanmale
TRINITY_DN124484_c0_g1_i4	1	male	3.127722714	meanmale
TRINITY_DN124490_c5_g3_i1	1	male	8.351240724	meanmale
TRINITY_DN124491_c4_g1_i1	1	male	5.942881439	meanmale
TRINITY_DN124493_c1_g3_i2	1	male	2.464475374	meanmale
TRINITY_DN124497_c1_g1_i2	1	male	2.818448426	meanmale
TRINITY_DN124501_c1_g2_i1	1	male	4.216071177	meanmale
TRINITY_DN124501_c1_g5_i1	1	male	2.06827484	meanmale
TRINITY_DN124506_c0_g3_i2	3	male	5.254656221	meanmale
TRINITY_DN124514_c4_g5_i4	1	male	1.994392818	meanmale
TRINITY_DN124516_c0_g1_i3	1	male	1.959543231	meanmale
TRINITY_DN124517_c0_g2_i1	1	male	4.776975021	meanmale
TRINITY_DN124524_c0_g1_i5	1	male	3.147738909	meanmale
TRINITY_DN124530_c1_g1_i1	1	male	2.610873803	meanmale
TRINITY_DN124531_c0_g1_i1	5	male	-1.168383987	meanmale
TRINITY_DN124531_c0_g2_i1	5	male	-0.571392539	meanmale
TRINITY_DN124535_c0_g1_i1	1	male	1.435927159	meanmale
TRINITY_DN124538_c1_g1_i1	3	male	-0.230061557	meanmale
TRINITY_DN124538_c2_g2_i5	1	male	5.795682654	meanmale
TRINITY_DN124538_c2_g7_i4	1	male	3.922550593	meanmale
TRINITY_DN124545_c1_g3_i12	1	male	0.758162355	meanmale
TRINITY_DN124548_c5_g1_i2	1	male	1.524376437	meanmale
TRINITY_DN124556_c0_g1_i2	3	male	5.410977229	meanmale
TRINITY_DN124558_c3_g2_i6	3	male	6.590009183	meanmale
TRINITY_DN124563_c2_g1_i1	1	male	6.929314828	meanmale
TRINITY_DN124564_c2_g2_i2	1	male	6.183004117	meanmale
TRINITY_DN124566_c0_g1_i2	1	male	6.382999479	meanmale
TRINITY_DN124570_c0_g2_i2	1	male	3.922042454	meanmale
TRINITY_DN124571_c6_g2_i2	3	male	2.085734359	meanmale
TRINITY_DN124574_c1_g1_i2	1	male	3.751827365	meanmale
TRINITY_DN124574_c2_g1_i8	1	male	1.007316037	meanmale
TRINITY_DN124586_c0_g1_i3	1	male	4.094640391	meanmale
TRINITY_DN124588_c5_g1_i3	1	male	4.115072836	meanmale
TRINITY_DN124589_c0_g1_i1	1	male	3.79512653	meanmale
TRINITY_DN124589_c1_g2_i1	3	male	3.619032472	meanmale
TRINITY_DN124599_c0_g2_i3	1	male	4.337835894	meanmale
TRINITY_DN124599_c0_g3_i5	1	male	5.515965508	meanmale
TRINITY_DN124617_c2_g1_i1	1	male	1.226133903	meanmale
TRINITY_DN124617_c6_g2_i4	1	male	-0.621412596	meanmale
TRINITY_DN124618_c1_g3_i3	1	male	2.446114607	meanmale
TRINITY_DN124619_c2_g2_i2	1	male	4.017218615	meanmale
TRINITY_DN124621_c0_g1_i1	1	male	1.794842396	meanmale
TRINITY_DN124622_c2_g3_i3	1	male	1.901268145	meanmale
TRINITY_DN124623_c3_g1_i1	3	male	5.997547212	meanmale
TRINITY_DN124623_c3_g3_i1	3	male	6.756971497	meanmale
TRINITY_DN124634_c1_g1_i3	1	male	-0.195481083	meanmale
TRINITY_DN124643_c0_g2_i2	1	male	1.705361873	meanmale
TRINITY_DN124652_c5_g2_i1	1	male	0.060126583	meanmale
TRINITY_DN124660_c0_g1_i1	1	male	-0.176665723	meanmale
TRINITY_DN124664_c0_g1_i1	3	male	3.465694446	meanmale
TRINITY_DN124669_c1_g1_i2	3	male	3.351938314	meanmale
TRINITY_DN124678_c1_g2_i1	1	male	3.260780732	meanmale
TRINITY_DN124678_c1_g4_i3	1	male	3.942701847	meanmale
TRINITY_DN124679_c0_g1_i2	1	male	3.047320862	meanmale
TRINITY_DN124681_c0_g7_i1	1	male	2.090669686	meanmale
TRINITY_DN124687_c3_g1_i1	1	male	2.363433401	meanmale
TRINITY_DN124687_c4_g3_i2	1	male	12.65514753	meanmale
TRINITY_DN124713_c2_g3_i1	1	male	3.154264859	meanmale
TRINITY_DN124723_c2_g2_i1	1	male	4.316573728	meanmale
TRINITY_DN124726_c1_g2_i1	1	male	6.416823986	meanmale
TRINITY_DN124728_c6_g13_i2	1	male	4.916512675	meanmale
TRINITY_DN124728_c6_g7_i1	1	male	3.640258806	meanmale
TRINITY_DN124730_c0_g2_i13	1	male	0.143477878	meanmale
TRINITY_DN124731_c3_g1_i2	1	male	2.409149163	meanmale
TRINITY_DN124744_c0_g1_i1	1	male	2.933933052	meanmale
TRINITY_DN124746_c11_g2_i1	1	male	2.199443276	meanmale
TRINITY_DN124752_c5_g1_i1	3	male	3.240425371	meanmale
TRINITY_DN124753_c0_g1_i2	1	male	2.989991075	meanmale
TRINITY_DN124754_c4_g1_i1	1	male	1.990975303	meanmale
TRINITY_DN124755_c3_g2_i1	1	male	2.95512992	meanmale
TRINITY_DN124759_c0_g1_i1	1	male	1.031037402	meanmale
TRINITY_DN124763_c0_g3_i1	1	male	1.72460616	meanmale
TRINITY_DN124764_c1_g2_i3	1	male	2.680388019	meanmale
TRINITY_DN124770_c0_g1_i3	5	male	3.67749397	meanmale
TRINITY_DN124771_c1_g6_i6	3	male	-0.385068943	meanmale
TRINITY_DN124778_c3_g6_i1	3	male	1.886519733	meanmale
TRINITY_DN124783_c2_g1_i1	1	male	1.329228549	meanmale
TRINITY_DN124784_c6_g7_i1	1	male	1.52202731	meanmale
TRINITY_DN124789_c0_g2_i1	1	male	4.587967374	meanmale
TRINITY_DN124793_c10_g1_i1	3	male	4.581350231	meanmale
TRINITY_DN124794_c0_g1_i2	1	male	2.354919959	meanmale
TRINITY_DN124794_c0_g2_i1	1	male	2.868996702	meanmale
TRINITY_DN124808_c0_g1_i1	1	male	2.305604122	meanmale
TRINITY_DN124815_c0_g1_i1	3	male	0.191039047	meanmale
TRINITY_DN124815_c0_g2_i2	3	male	0.999386364	meanmale
TRINITY_DN124815_c0_g3_i1	1	male	0.954844944	meanmale
TRINITY_DN124819_c0_g1_i3	3	male	3.669084771	meanmale
TRINITY_DN124821_c0_g2_i1	5	male	-0.572786142	meanmale
TRINITY_DN124823_c0_g1_i2	1	male	0.61110921	meanmale
TRINITY_DN124824_c1_g1_i1	1	male	2.077390058	meanmale
TRINITY_DN124838_c2_g2_i1	1	male	2.221790065	meanmale
TRINITY_DN124838_c2_g3_i2	1	male	2.715216183	meanmale
TRINITY_DN124848_c3_g1_i2	1	male	5.180749045	meanmale
TRINITY_DN124848_c3_g4_i1	1	male	2.215727207	meanmale
TRINITY_DN124848_c3_g6_i2	1	male	2.992266499	meanmale
TRINITY_DN124848_c4_g1_i6	1	male	5.056036788	meanmale
TRINITY_DN124852_c0_g1_i1	1	male	2.997162623	meanmale
TRINITY_DN124864_c1_g1_i2	3	male	1.799193568	meanmale
TRINITY_DN124874_c1_g1_i1	3	male	2.388570771	meanmale
TRINITY_DN124876_c0_g1_i2	1	male	1.057275121	meanmale
TRINITY_DN124890_c0_g1_i3	1	male	5.486519461	meanmale
TRINITY_DN124895_c1_g2_i1	3	male	-1.16253222	meanmale
TRINITY_DN124896_c0_g1_i2	1	male	2.110950379	meanmale
TRINITY_DN124897_c0_g1_i3	1	male	5.495748753	meanmale
TRINITY_DN124898_c0_g2_i15	1	male	0.902231704	meanmale
TRINITY_DN124905_c0_g2_i2	1	male	3.100488579	meanmale
TRINITY_DN124905_c0_g4_i1	1	male	2.744611442	meanmale
TRINITY_DN124907_c0_g1_i1	1	male	4.942289074	meanmale
TRINITY_DN124909_c0_g3_i3	3	male	0.708403245	meanmale
TRINITY_DN124912_c0_g2_i2	1	male	3.582099549	meanmale
TRINITY_DN124912_c0_g3_i1	1	male	3.158440766	meanmale
TRINITY_DN124915_c2_g1_i1	1	male	3.437188599	meanmale
TRINITY_DN124916_c1_g3_i6	1	male	0.607112684	meanmale
TRINITY_DN124918_c5_g2_i2	1	male	3.250698139	meanmale
TRINITY_DN124919_c0_g1_i1	1	male	1.01673994	meanmale
TRINITY_DN124921_c5_g2_i7	1	male	6.068626912	meanmale
TRINITY_DN124922_c7_g1_i1	1	male	4.274583759	meanmale
TRINITY_DN124928_c2_g1_i2	1	male	1.347853324	meanmale
TRINITY_DN124928_c2_g2_i1	1	male	1.356319209	meanmale
TRINITY_DN124931_c0_g2_i2	1	male	5.152237297	meanmale
TRINITY_DN124935_c0_g1_i2	3	male	0.934145194	meanmale
TRINITY_DN124938_c4_g1_i1	1	male	3.461431157	meanmale
TRINITY_DN124945_c0_g1_i2	1	male	11.12397609	meanmale
TRINITY_DN124945_c0_g2_i1	1	male	10.71328994	meanmale
TRINITY_DN124950_c0_g2_i1	1	male	3.651721105	meanmale
TRINITY_DN124951_c0_g3_i3	1	male	4.763518293	meanmale
TRINITY_DN124954_c4_g2_i1	1	male	-0.529364846	meanmale
TRINITY_DN124955_c0_g2_i2	1	male	2.432750389	meanmale
TRINITY_DN124957_c1_g1_i4	1	male	1.348052099	meanmale
TRINITY_DN124958_c0_g2_i3	1	male	2.190440553	meanmale
TRINITY_DN124959_c2_g10_i1	1	male	2.772470688	meanmale
TRINITY_DN12495_c0_g1_i2	1	male	3.183886414	meanmale
TRINITY_DN124967_c3_g1_i1	1	male	0.78341945	meanmale
TRINITY_DN124977_c1_g2_i2	1	male	3.539839098	meanmale
TRINITY_DN124983_c6_g6_i1	1	male	1.922395544	meanmale
TRINITY_DN124984_c4_g3_i3	1	male	5.837938041	meanmale
TRINITY_DN124988_c3_g3_i4	3	male	5.919247131	meanmale
TRINITY_DN124989_c0_g1_i4	1	male	1.642208547	meanmale
TRINITY_DN125000_c5_g8_i1	1	male	4.698496583	meanmale
TRINITY_DN125016_c4_g5_i1	1	male	0.081898954	meanmale
TRINITY_DN125026_c0_g1_i2	3	male	1.835585523	meanmale
TRINITY_DN125035_c3_g2_i1	1	male	2.996424395	meanmale
TRINITY_DN125037_c1_g1_i1	1	male	3.265245458	meanmale
TRINITY_DN125044_c1_g5_i2	1	male	4.713102412	meanmale
TRINITY_DN125048_c0_g1_i2	5	male	1.182667983	meanmale
TRINITY_DN125049_c0_g1_i1	5	male	0.747710636	meanmale
TRINITY_DN125051_c0_g1_i3	1	male	0.146988067	meanmale
TRINITY_DN125056_c1_g1_i1	1	male	2.387597791	meanmale
TRINITY_DN125058_c8_g1_i2	7	male	4.865640312	meanmale
TRINITY_DN125068_c0_g1_i2	1	male	1.984320882	meanmale
TRINITY_DN125082_c2_g2_i1	1	male	7.026437053	meanmale
TRINITY_DN125085_c0_g1_i1	1	male	2.523475729	meanmale
TRINITY_DN125086_c0_g1_i4	1	male	-0.22522649	meanmale
TRINITY_DN125087_c1_g1_i2	1	male	2.402119804	meanmale
TRINITY_DN125088_c0_g1_i1	1	male	4.221893896	meanmale
TRINITY_DN125089_c4_g2_i1	1	male	3.534776784	meanmale
TRINITY_DN125110_c1_g6_i4	3	male	2.834243552	meanmale
TRINITY_DN125112_c1_g1_i2	1	male	7.057249393	meanmale
TRINITY_DN125128_c0_g2_i1	3	male	2.607415116	meanmale
TRINITY_DN125128_c1_g1_i1	3	male	0.262323268	meanmale
TRINITY_DN125132_c3_g1_i3	1	male	11.56051914	meanmale
TRINITY_DN125138_c5_g1_i1	1	male	9.144143781	meanmale
TRINITY_DN125146_c0_g1_i6	1	male	6.100791452	meanmale
TRINITY_DN125157_c1_g1_i3	1	male	1.106993208	meanmale
TRINITY_DN125159_c1_g14_i1	1	male	3.341815448	meanmale
TRINITY_DN125160_c1_g1_i1	1	male	4.794225026	meanmale
TRINITY_DN125164_c0_g1_i2	1	male	3.091287416	meanmale
TRINITY_DN125165_c0_g1_i3	5	male	5.412802802	meanmale
TRINITY_DN125188_c1_g5_i1	1	male	1.177726863	meanmale
TRINITY_DN125189_c0_g1_i1	1	male	3.199407251	meanmale
TRINITY_DN125191_c6_g1_i4	1	male	9.495400982	meanmale
TRINITY_DN125200_c0_g2_i6	1	male	1.259575288	meanmale
TRINITY_DN125205_c0_g1_i1	3	male	1.211879953	meanmale
TRINITY_DN125226_c2_g4_i2	3	male	2.233617175	meanmale
TRINITY_DN125244_c0_g2_i1	1	male	2.710558277	meanmale
TRINITY_DN125247_c0_g1_i2	1	male	-0.243648352	meanmale
TRINITY_DN125251_c2_g1_i8	1	male	5.232104383	meanmale
TRINITY_DN125252_c4_g9_i1	1	male	2.763267561	meanmale
TRINITY_DN125258_c0_g1_i1	1	male	2.906962049	meanmale
TRINITY_DN125265_c5_g1_i1	5	male	1.399985679	meanmale
TRINITY_DN125270_c0_g2_i2	1	male	2.029104895	meanmale
TRINITY_DN125280_c1_g2_i4	1	male	5.450663137	meanmale
TRINITY_DN125280_c2_g2_i2	1	male	3.807423578	meanmale
TRINITY_DN125280_c2_g4_i2	1	male	3.787440062	meanmale
TRINITY_DN125288_c1_g1_i1	1	male	2.580738054	meanmale
TRINITY_DN125298_c6_g6_i1	1	male	2.205027989	meanmale
TRINITY_DN125300_c3_g1_i9	1	male	6.528560711	meanmale
TRINITY_DN125301_c3_g2_i1	1	male	1.475300393	meanmale
TRINITY_DN125303_c0_g2_i1	1	male	-0.109267378	meanmale
TRINITY_DN125306_c0_g1_i1	1	male	0.867830839	meanmale
TRINITY_DN125312_c0_g4_i1	1	male	3.512929161	meanmale
TRINITY_DN125319_c5_g4_i3	1	male	2.078724636	meanmale
TRINITY_DN125325_c8_g2_i5	1	male	8.165810079	meanmale
TRINITY_DN125329_c1_g4_i1	1	male	1.674684304	meanmale
TRINITY_DN125329_c1_g5_i2	1	male	2.924868337	meanmale
TRINITY_DN125353_c3_g2_i2	1	male	2.06111066	meanmale
TRINITY_DN125356_c0_g1_i1	3	male	1.196277618	meanmale
TRINITY_DN125364_c0_g2_i1	1	male	0.290215314	meanmale
TRINITY_DN125378_c4_g1_i2	1	male	1.172670163	meanmale
TRINITY_DN125385_c0_g1_i4	1	male	3.91019327	meanmale
TRINITY_DN125389_c0_g2_i1	1	male	1.305839327	meanmale
TRINITY_DN125390_c0_g4_i3	1	male	5.406448319	meanmale
TRINITY_DN125392_c6_g1_i13	1	male	7.831956114	meanmale
TRINITY_DN125396_c0_g1_i1	1	male	2.142231529	meanmale
TRINITY_DN125397_c4_g1_i1	7	male	2.484005824	meanmale
TRINITY_DN125398_c3_g1_i1	1	male	4.606683544	meanmale
TRINITY_DN125412_c0_g1_i6	1	male	1.032560476	meanmale
TRINITY_DN125427_c0_g1_i2	1	male	2.048023066	meanmale
TRINITY_DN125431_c0_g1_i2	1	male	7.549150981	meanmale
TRINITY_DN125447_c0_g1_i6	5	male	4.050688605	meanmale
TRINITY_DN125456_c4_g1_i2	1	male	4.77243897	meanmale
TRINITY_DN125460_c0_g1_i6	3	male	4.356493705	meanmale
TRINITY_DN125466_c11_g2_i1	1	male	5.118790496	meanmale
TRINITY_DN125475_c0_g2_i1	1	male	4.459401349	meanmale
TRINITY_DN125483_c0_g3_i1	1	male	2.479573638	meanmale
TRINITY_DN125494_c0_g3_i1	1	male	4.305142513	meanmale
TRINITY_DN125494_c4_g1_i1	1	male	3.358161662	meanmale
TRINITY_DN125501_c0_g1_i1	1	male	4.778714404	meanmale
TRINITY_DN125501_c1_g1_i1	1	male	2.771374522	meanmale
TRINITY_DN125503_c0_g1_i1	1	male	0.191630007	meanmale
TRINITY_DN125504_c0_g2_i1	1	male	3.594842444	meanmale
TRINITY_DN125509_c2_g3_i1	1	male	1.534594421	meanmale
TRINITY_DN125509_c2_g4_i13	3	male	2.680951895	meanmale
TRINITY_DN125527_c1_g1_i1	1	male	2.017057232	meanmale
TRINITY_DN125527_c2_g7_i1	1	male	0.113430074	meanmale
TRINITY_DN125527_c3_g1_i2	3	male	3.711849811	meanmale
TRINITY_DN125535_c1_g3_i1	1	male	3.143948027	meanmale
TRINITY_DN125539_c0_g2_i1	1	male	2.370172693	meanmale
TRINITY_DN125540_c3_g2_i1	7	male	6.687413878	meanmale
TRINITY_DN125542_c1_g1_i4	1	male	3.877467068	meanmale
TRINITY_DN125554_c0_g1_i6	1	male	3.373292643	meanmale
TRINITY_DN125555_c1_g1_i2	1	male	1.560792926	meanmale
TRINITY_DN125561_c2_g6_i1	1	male	4.517458892	meanmale
TRINITY_DN125571_c2_g3_i1	3	male	-0.530831761	meanmale
TRINITY_DN125573_c0_g1_i1	1	male	-0.379579764	meanmale
TRINITY_DN125575_c3_g1_i1	1	male	5.125593748	meanmale
TRINITY_DN125575_c4_g3_i1	1	male	4.488427448	meanmale
TRINITY_DN125576_c0_g1_i5	1	male	0.793381792	meanmale
TRINITY_DN125584_c4_g4_i1	1	male	3.341473024	meanmale
TRINITY_DN125590_c0_g1_i1	1	male	1.207966499	meanmale
TRINITY_DN125596_c3_g1_i1	1	male	3.006517229	meanmale
TRINITY_DN125598_c6_g15_i1	1	male	11.5551968	meanmale
TRINITY_DN125602_c1_g1_i2	1	male	2.848399921	meanmale
TRINITY_DN125604_c2_g2_i1	1	male	2.340689191	meanmale
